20320321215139205523U  3 235111  2131133421 42339332211.36                              
2032072121513916 644S  12145119  2412159721 21241335311.33                              
20322421215133121725U  12212112  1122250721 4213922431 .43                              
2032252121513562 645U  11122121  2412119321 7411 331111.63                              
20322821215135042234S  13125222  2111228822 5212 332321.45                              
2032332121513714 645S  12325199  1621246325 21359224141.94                              
20323621215134041334S  13135221  1211136322 52132223121.25                              
2032402121513858 643S  3 215111  1212225421 74331222212.04                              
20324121215135034141R  13125211  1332257621 7412 22531 .59                              
2032462121513479 532U  11235121  1422251621 8411 22431 .53                              
20325721215139014734S  12124222  2112229222 3112 332122.34                              
20326221215137013122U  12131292  2312234621 2112 332311.29                              
20326421215136193615U  13129292  2212229621 5212 332312.41                              
2032732121513415 645U  13125121  2112142822 7412 333321.53                              
20327521215135414142U  3 235921  2112140823 74132333341.14                              
