DATA FOR STATE-LEVEL INCOMES OVER TIME
PLAD 8310 - MERGE EXAMPLE DATA
stcode	year	income	p10income	p20income	p30income	p40income	p50income	p60income	p70income	p80income	p90income	meanincome	minincome	maxincome	sdincome	ineqincome	gini_income	n_income	nwgt_income	men_p10income	men_p20income	men_p30income	men_p40income	men_p50income	men_p60income	men_p70income	men_p80income	men_p90income	men_meanincome	men_minincome	men_maxincome	men_sdincome	men_ineqincome	men_gini_income	men_n_income	men_nwgt_income	wom_p10income	wom_p20income	wom_p30income	wom_p40income	wom_p50income	wom_p60income	wom_p70income	wom_p80income	wom_p90income	wom_meanincome	wom_minincome	wom_maxincome	wom_sdincome	wom_ineqincome	wom_gini_income	wom_n_income	wom_nwgt_income	medincome
"MS"	2000	28.13145	8969.13	12575.6	15679.1	18987.3	22526.4	26614.1	31419.1	37587.2	47961.5	26921.8	156.7398	304019.8	19261.8	5.347397	.35931	776	1432326	6860.4	13062.3	18100.6	23284.2	28064	33612.6	39614.9	49947.1	65409.5	35587.8	156.7398	304019.8	36996.5	9.534357	.422868	384	716024.5	4400.91	8373.45	10956.9	14153.2	17512	21346	26932.1	32272.5	43299.1	21660.8	208.9864	173416.9	20349.4	9.83867	.422632	392	716301.7	23.53856
"MS"	2004	26.80729	9568.58	13195	16728.3	19648.4	23872.7	27506.6	31545.7	38071.5	48460.7	27960	143.8159	499237.8	23791.6	5.064565	.357412	1001	1268214	5867.59	13642.9	18997.8	23272.6	28392.1	32667.5	39537.5	48248.2	65612.6	35949.3	287.6318	393801.5	44879.2	11.18221	.451821	520	674665.6	5083.99	9945.97	13190.3	16262.1	19579	23167.6	28342.8	35256.7	47334.6	24915.6	143.8159	499237.8	31036.5	9.310522	.441948	481	593548.6	22.88849
"MO"	1964	113.8355	5985.21	9309.6	12544.8	15151.8	17562.6	19804.4	23594	27756.7	33949.9	19579.7	58.13953	232558.1	2361.26	5.672298	.340855	817	2080865	4550.4	8983.65	17559.7	23728.2	29240.6	33584.7	38651.5	45805.3	56899.2	32427.8	93.02325	232558.1	4951.8	12.50422	.408064	523	1332824	1545.57	3710.94	6840.06	9331.64	12459.5	16760	18659.1	23424.5	29064.6	13993.2	58.13953	63953.49	1953.3	18.8051	.424352	294	748041.2	102.1081
"MO"	1968	115.3953	7935.6	11282.2	14631.3	17087.9	19426.6	22104.8	25684.2	29669.3	37002.9	22271.3			2419.95	4.662899	.321495			4976	12082.5	20014.7	24735.9	30454.6	35211.8	40613	47872.3	58396.7	32923.5			5275.82	11.73567	.397578			1259.75	3491.31	6220.13	9149.23	12318.4	15882	19297.4	23770.6	30024	14538.8			2061.48	23.8333	.446087			100.656
"MO"	1972	109.9879	9206.68	12927.3	16210.3	19184.6	22024.3	24879.9	28576.6	33401.7	41530.8	25517.2			10312.8	4.510942	.319886			5129.09	12213.6	20538.7	25260.9	31890.3	37510	43861.4	51353.9	65078.3	35193.2			15499.4	12.68808	.418227			2203.26	5098.65	7990	11630	14966.2	18006.7	21784.4	26883.9	33920.6	16873.1			9008.58	15.39564	.445855			94.93233
"MO"	1976	77.2598	9364.59	13206.1	16197	18957.5	21977.9	25068.3	28672.8	33733.9	42001.9	24414.1			12699.8	4.485183	.309884			4436.63	11796.7	18415.7	24011.4	30311.3	36107.3	42868.1	50870.3	65658.3	34018.9			19373.9	14.79914	.422172			2089.96	4443.46	7993.24	11797.3	15391.8	18197.3	21712	26951.2	34376.4	17030			13459.9	16.44835	.433151			69.55032
"MO"	1980	51.03537	9053.49	12841.9	15638.9	18404	21133	24292.1	27571.1	31617.5	40459.9	23374.2	6.550218	128519.6	6137.14	4.468984	.301806	1601	2597553	4892.97	10800.9	16758.1	21226.2	27463.2	33739	41052.3	48653.8	62183.7	32178.9	19.65065	128519.6	11469	12.70878	.421544	880	1429032	2293.78	5126.6	8191.65	11258.6	14200.4	17400.6	21310.7	25500.5	32163.8	16285.6	6.550218	76965.06	5712.57	14.02218	.416622	721	1168521	46.14192
"MO"	1984	42.51038	8271.85	11677.3	15434	18767.5	21899.8	25032.6	29082.3	34633	43960.2	24571	17.30104	185282	9092.77	5.314434	.335874	1355	2418007	4908.89	11141.6	16770.9	21944.8	27304.8	35286.4	43072.8	51761.7	65297.3	33478.6	17.30104	185282	15578.3	13.30185	.429513	733	1306654	2686.51	5680.8	8822.35	11945.1	14928.3	18390.3	22102.5	27398.2	35753.3	17679.1	20.76125	104152.2	8333.13	13.30846	.427395	622	1111353	37.88893
"MO"	1988	39.68495	8850.25	13121.7	16840.8	20373.1	23491.5	26584.1	30876.9	36434.1	46125.2	26112.7	31.91489	195709.7	10698.7	5.21174	.327382	1111	2708004	4807.88	11337.8	16798.4	22638.9	28751.3	36088.5	43252.7	54244	66828.7	34489.6	75.98784	195709.7	18542.9	13.89983	.427731	596	1474710	2875.26	5785.94	8766.5	12345.8	16130	19901.9	23713.7	29464.9	38981.7	19242.1	31.91489	141700.6	10661.2	13.55763	.428705	515	1233294	35.70137
"MO"	1992	34.64949	9053.78	13412.4	17096.2	20587.9	23543	26983.1	31701.6	36937.4	47009.9	27026.6	25.64103	239437.2	13744.9	5.192295	.332814	906	2910817	5701.2	12705.1	17612.6	22625.1	28500.4	33804.7	42417.2	51656.1	68708.8	35142.5	25.64103	182900	22813.8	12.05164	.427114	463	1502151	3119.09	6854.05	9964.68	13956.1	17547.7	20841.2	25627	31438.7	41344.6	20731.1	46.15385	239437.2	13309.6	13.25534	.431137	443	1408666	30.18333
"MO"	1996	32.48945	10288.1	14440.5	17690.1	20724.9	24505.2	27931.9	32442.1	38454.4	48320.3	28330.8	35.55046	426125	19078.1	4.696718	.334855	846	3013054	6635.64	13273.8	19073.9	23982.9	28447.2	34645.7	40963	49183.7	62768.9	35025.6	80.27523	426125	28233.1	9.459358	.412906	418	1512750	3462.5	7284.84	11178.1	14700.4	18203.6	22289.4	27198.1	34083.8	45329.8	22550.6	35.55046	161336	16778.4	13.09164	.428499	428	1500304	28.10229
"MO"	2000	33.7675	11492.5	16309.1	20383.8	24318.9	27523	31347.6	36241	42706.7	55702.2	32315.5	104.4932	315697	23633.6	4.84683	.344288	852	3155899	7300.04	16030.4	21614.8	27489	32059.6	38634.8	45910.6	57102.8	73168.5	41136.2	104.4932	315697	43079.8	10.02303	.428658	425	1598419	4514.03	9447.95	13594.4	17425.1	21770.3	26299.6	30756.3	37005.9	49184.5	25361.6	313.4796	145957.2	18814.4	10.89592	.405117	427	1557481	28.75966
"MO"	2004	32.47977	11273.9	16151.4	20768.7	23905.6	28510.6	33371.6	37554.7	44861.4	58406.1	33876.4	1.917546	388563.8	27169.8	5.180647	.36142	1502	2763032	8519.4	14972.7	20996.3	26410.6	33346.6	39459.5	48379.6	58279.3	76202.1	41478.7	95.87728	388563.8	49488.5	8.944538	.447006	797	1485819	4392.22	9569.09	14170.3	18300.9	22486.8	27178.8	32871.2	39227.8	51661.2	27800.3	1.917546	378605	32316.8	11.76198	.450417	705	1277213	27.33519
"MT"	1964	123.136	7719.87	10763.2	12827.2	14390.4	18072.6	22208.8	25239.4	31655.6	34518.7	21179.4	174.4186	720348.8	2312.25	4.471409	.340292	79	195423.6	3902.03	12564.6	20601.4	26688.6	29579.1	33058.9	39969.2	48705.6	55818.6	26996.7	581.3953	720348.8	4616.27	14.30502	.394766	57	142890.9	2107.53	2977.68	750.421	4588.89	10715.5	10900	14542.9	22968.7	29880.7	10565.5	174.4186	36901.16	2102.76	14.17807	.57307	22	52532.66	105.0732
"MT"	1968	106.7021	8306.65	11390.4	13816.5	15805.8	18123.4	21149.5	23955	27945	33692.6	20593.5			2282.53	4.056099	.316735			3770.67	10649.8	18367.8	23428	27804.8	32580.9	37323.2	44044.8	56143	30963.8			5935.13	14.8894	.399702			615.133	1655	2887.58	5365.24	7308.86	11458.1	14612.1	20020.9	27043.5	11299.6			1870.66	43.96367	.509864			93.90363
"MT"	1972	102.5953	8632.21	12022.5	14799.4	17476.1	20025.5	23366.4	26886.9	32059	40131.6	23802.1			12944.4	4.649053	.338998			4208.98	10462	18790.1	23720.8	29890.1	34865.7	39182.1	47052.9	61160.8	32536.8			15892.2	14.53103	.431536			1205.35	2551.04	4897.45	7646.35	9708.25	13309.3	16634.9	22034.7	31006.6	13682.5			8732.74	25.72415	.517663			86.31681
"MT"	1976	72.35316	8980.89	12510.4	15277.1	17382.5	19976.1	23187.8	26747.8	31578.1	39702.5	22863.6			12445.7	4.420776	.32488			3594.12	9720.18	16517.8	22899.2	28324.8	33685.3	38697.6	46648.1	58549.8	30979.9			19234.1	16.29044	.430772			1215.32	2458.28	5044.12	7936.05	10770	14564.2	17834.5	22965.3	30383.1	14147.4			13044.1	25.00008	.491243			63.2155
"MT"	1980	49.78515	7946.86	12056	15039.1	17826.5	20321.8	23198.8	26844.9	31068.7	40346.9	22801.6	8.733624	218805.7	6653.5	5.077087	.338817	1338	427061.6	4764.94	10736.2	17138.4	21909.3	27576	34120.2	39872.4	47477.2	59284.8	31568.4	78.60262	218805.7	11679.2	12.44188	.430589	760	242632.6	1290.04	3165.93	5930.42	8809.66	11842	15259.3	19195.7	24008	29864.4	14509.5	8.733624	141375.5	5922.28	23.14998	.479992	578	184429	44.37074
"MT"	1984	39.21003	7318.17	11215.2	14159.2	16952.5	19571.3	22826.1	27167.4	32519.6	40877.1	22663.4	27.68166	164854.7	8745.99	5.5857	.343865	1152	430302.9	4076.75	9912.66	15535.1	20904.5	26823.9	33684.1	40049	46438.9	61650.9	32309.7	27.68166	164854.7	15543.6	15.12256	.447742	653	245200.4	1241.64	3223.67	5847.65	8685.95	12371.3	15544.2	19400.7	24347.4	31725.2	15074.8	27.68166	104240.5	7990.51	25.55104	.486927	499	185102.4	33.86038
"MT"	1988	35.30821	7722.89	11082.2	14044	17512.8	20546.9	23628.7	27662.5	33041.7	41592.6	23232.8	30.39514	153665.7	10014.1	5.385626	.345435	1065	425369.4	3601.2	8998.9	14526.4	19981.5	25266	31684.1	38049.2	46120.9	60052.2	30266.6	37.99392	153665.7	16402	16.67561	.441689	567	228572.9	1721.91	4060.58	6970.41	9903.98	13096	17107.1	21341.7	26550	35620.3	16678.4	30.39514	94124.62	9945.25	20.6865	.472265	498	196796.4	31.22629
"MT"	1992	30.76603	8092.39	11524.8	14949.4	17978.4	21171.1	24144.4	28502.5	33338.7	41695.1	23997.5	50	145641	12612.7	5.152384	.3412	1022	451063	4451.33	9784.59	14869.8	19342.6	24870.7	30985.2	37626.4	45604.1	58133.5	30112	107.6923	145641	19890.4	13.0598	.436132	527	233509.5	2042.73	4712.3	7574.25	10430.2	14229.5	18154.3	22222.3	27482.7	35767.5	17406.8	50	125128.2	11335.2	17.50966	.458564	495	217553.5	27.14244
"MT"	1996	29.31709	8558.65	12370.1	15346	18286.9	21181.6	24689.1	28441	34992.9	44951.7	25564.5	35.55046	665808.5	17328.8	5.252195	.363072	947	488062.5	5121.62	11266.1	15422.4	19878.8	24841.4	29958.4	36453.1	45032.9	60257.8	31199.4	68.80734	307984	26824.5	11.76538	.441732	513	266826.8	1931.42	4981.7	7842.81	11157.9	14379.7	18586.5	22813.4	28233.9	38299.1	18725.4	35.55046	665808.5	16240.9	19.8295	.471871	434	221235.7	24.29082
"MT"	2000	27.02132	8294.94	11896.8	15082.7	18612.9	21774	25236.7	29350.5	36145.9	46085.2	25859.4	5.22466	240181.8	17585.9	5.55582	.357628	967	512580.2	4753.01	11095.9	15712.8	20013	25385.3	31667.1	37653	45901.9	62149.2	32032.5	104.4932	240181.8	28154.1	13.07576	.448053	517	277487.7	2499.45	6209.9	9427.72	12410.6	15418.6	19049.6	23472.7	30049.1	41081.8	19616.4	5.22466	206784.7	19343.5	16.43634	.457481	450	235092.4	22.75235
"MT"	2004	27.24123	9418.09	13231.7	16600.6	19671.3	23476.3	27157.4	31343	36550.5	47859.3	28412.6	1.917546	507900.3	29342.1	5.081635	.379923	1021	468222.2	7031.21	12177.8	16772	21892.6	26611.7	31464.6	38567.7	47703.3	62797.6	34309.2	104.5062	390526.4	44799.8	8.931265	.465779	558	259266.1	2799.08	5833.53	10142.6	14302.4	17636.7	21446.3	25732.9	33478.4	45203.7	23052.7	1.917546	507900.3	30796.9	16.14948	.477684	463	208956.2	22.50844
"NE"	1964	85.65465	5135.76	7082.37	8558.9	10624.3	12564.3	15328.8	17979.4	21893.5	25595	14732.6	58.13953	71325.58	1702.93	4.983683	.351486	242	563370.1	4731.99	8055.82	12112.8	17742.9	21848.7	22578.8	29100.9	34626.3	39129.2	22577.5	69.76744	71325.58	2840.77	8.269078	.37579	154	360968.3	907.144	1794.27	3925.75	5687.96	8796.98	11627	15490.9	18033.9	24638.1	11752.1	58.13953	65116.28	2014.46	27.16008	.492406	88	202401.7	73.04826
"NE"	1968	87.38653	6911.42	10040.9	12396.8	14689.4	16619.3	19074.2	21989.5	25592.5	30971.5	16865.6			2029.49	4.481206	.329936			4202.46	10122.8	16722.5	21512.9	27151.5	30927.6	34779.3	41249.7	51752.1	29158.9			4111.16	12.31472	.404379			802.031	1978.22	3953.64	5594.36	8422.64	11672.7	15378	18778	26600.9	11413.9			1757.8	33.16692	.494519			86.11037
"NE"	1972	84.63406	9089.06	12920.7	15584.1	17794.6	20277.3	22664	25625.2	30080.8	36757.5	19635.1			8373.66	4.044148	.319899			4812.41	11060.2	18230.9	23080.3	29834.9	34698.9	40344	46067.4	59690.3	32217.1			13635.2	12.40341	.414943			1432.48	3171.63	5749.93	8557.11	11965.5	14885.3	18466.2	23171.8	30917.4	14341.8			8320.77	21.58313	.487625			87.40216
"NE"	1976	73.16518	9598.97	13352.3	16188.1	18499.6	21079.9	24183.7	27547	31813	38756.8	23120.2			11867.1	4.0376	.303785			4367.32	11017	17987.4	24252.1	29566.6	34548.3	39592.6	46656.6	60629.5	31950.1			17637.4	13.88254	.417993			1468.67	3019.13	5862.09	8906.99	12430.9	15191.3	18658.3	23592.7	31943.1	14539.5			12398.9	21.74968	.461386			66.70854
"NE"	1980	50.68144	8871.72	13011.9	16260.7	18976.3	21517.6	24260.1	27514.2	31626	38369.8	23212.1	13.10044	137801.3	5962.92	4.324956	.299977	1387	865447	4643.62	10245.6	17282.2	22853	27787.2	33605.2	39292	46641.2	59648	31685	13.10044	137801.3	11071.7	12.84515	.414333	781	488229.6	1457.98	3515.69	6119.66	8467.75	12267.9	15293.5	18910.6	23384.2	29752.3	14261.8	32.75109	87936.68	5489.48	20.40652	.459384	606	377217.4	46.98166
"NE"	1984	40.78287	8756.41	12335.7	15296.6	18086.4	21029	23577.9	26915.4	32012	41305.1	23572.5	15.57093	178200.7	8992.41	4.717127	.338483	1030	822161.6	4432.3	10064	16716.8	21634.8	26797.2	32519.5	38939.3	46764.8	60659.6	31685	34.60208	178200.7	16303.1	13.68581	.46378	572	454258.9	1562.38	4270.64	6879.69	9938.92	13439.8	16801.3	20708.6	25232.3	33695	16034.1	15.57093	72849.48	7906.21	21.56646	.457493	458	367902.7	36.38235
"NE"	1988	37.61094	9344.01	13331.4	16599.7	19103.7	21985.3	25038.5	28360.5	33455.8	41992.7	24748	10.6383	180851.1	10385.3	4.494077	.31803	1026	858676.9	4790.27	11536.1	17126.6	22057.9	26904.4	32342.2	38577.1	46489	59745.4	32219.3	10.6383	180851.1	19918.7	12.47224	.427016	542	456812.4	2002.47	4927.16	7816.76	11128.4	14848.7	18351.6	22655.2	28063.8	36968.4	17741.5	77.5076	78647.42	9891.42	18.4614	.449852	484	401864.6	33.41231
"NE"	1992	32.53269	10634.9	14510.6	17384.7	19874.5	22519.5	25595.9	28959.6	33754.7	43320	25375.5	26.92308	228205.1	11935.7	4.073381	.301536	1107	904301.2	5210.72	12292.6	17923.3	22371.2	27421.3	32339.7	39361.4	46969.4	61865.2	32511.2	26.92308	228205.1	20660.7	11.87268	.417115	569	466697.7	3046.22	6086.83	9646.21	12865.9	15916.7	19420.7	23108.4	27882.3	36749.7	18478.2	64.10257	124807.7	11142	12.06403	.410445	538	437603.5	28.87115
"NE"	1996	31.65826	9983.06	14252.7	17220.9	20354.2	23477.6	26910.5	31106.5	36875	48183.7	27606	81.42202	363004.6	16406.1	4.826546	.334337	953	955041.9	5781.74	12429.8	17885.1	23047.3	27643.5	32737.6	39827.2	48034.2	67093.1	34676.3	81.42202	363004.6	27374	11.60431	.437567	497	504727.9	3395.79	6732.79	10308.6	13426	16694	20220.2	24429.4	29873.3	40393.8	20398.5	144.4954	345212.2	15117.8	11.89526	.431573	456	450314	26.92385
"NE"	2000	32.09843	10387.6	15024.6	19052.2	22166.7	25363	29553.8	34702.5	40467.7	51566.6	30718.2	5.22466	390725.2	21609.5	4.964246	.350608	1030	985805.2	6761.27	14000.1	19782.3	25335.3	30654.9	36108.5	43242.2	53108.4	75267.8	38641.8	32.39289	390725.2	36101.1	11.1322	.445425	546	523640.4	3301.91	7410.16	11089.7	14926.4	18592.3	22423.8	26959.3	32594.9	43570.1	22457	5.22466	126441	20823.1	13.19542	.434072	484	462164.7	26.50261
"NE"	2004	31.71994	11043.5	16025.3	20123	23670.9	27384.7	32430.4	37706.4	45339.6	57794.7	33083.9	7.670182	506852.4	29170.6	5.233368	.358327	1808	968828.6	6138.81	13461.2	19706.9	25223.3	30485.4	37163.2	45700.8	57058.8	78260.9	40781.7	54.65005	389342.3	40482.9	12.74855	.467805	957	518937.9	3345.82	7935.67	12363.4	16852.8	20639.3	25027.3	30035.2	37408.1	49514.7	25667.6	7.670182	506852.4	29690.1	14.79897	.468624	851	449890.8	26.2557
"NV"	1964	145.6907	12911.8	15966.9	21380.3	22747.8	24946.6	25508.7	27326.9	32708.7	41842.3	25058.8	767.4418	87959.3	1817.13	3.240625	.261984	23	67849.88	3185.88	11144.2	20468.9	38269.9	41691.7	35975.7	39280.5	48306.8	83846.7	39708.6	767.4418	87959.3	4204.87	26.31822	.345873	14	39399.66	952.662	2246.3	7718.25	12866.2	18763.8	16758.6	23644.7	23749.8	25103	19275.5	1162.791	33145.35	2330.5	26.35037		9	28450.22	145.0384
"NV"	1968	148.7155	10638.1	15564.4	19011.8	22472.7	25538.7	27723.3	32383.5	35052.4	47622.6	28702.1			2340.36	4.476608	.243657			4113.74	14020.5	25419.1	30472.9	36751.4	41035.6	43737.2	50944.5	80834.4	37463.7			6559.33	19.64985	.353162			1161.46	2779.44	3943.06	10064.3	13004.5	15212.3	22254.4	23732.8	28511.2	13465.8			2074.08	24.54772	.478021			132.3249
"NV"	1972	143.4259	11844.2	15929.3	19404.4	22786.6	26467.5	29352.6	32971.8	39252.6	48089.1	33274.8			10422.6	4.060139	.261611			4088.86	13925	25567.1	30970.8	36539.6	43046.1	46962.1	56111.6	75350.9	39781			16897.7	18.42834	.393892			2406.71	4329.49	6609.03	11516.3	13982.4	16760.2	23773.2	27811.6	34557.4	17087.3			9750.44	14.35877	.487863			114.0841
"NV"	1976	82.60221	11083	15205.4	18038.3	21656.4	24898.3	27956.7	31654.6	37318.9	46826.5	26102.3			13701.3	4.225074	.29177			5638.79	13432.9	20983.1	27207.5	32983.2	38659.7	45513.9	54161.2	70318.8	36815.1			20582.2	12.47055	.394815			2376.05	3955.01	6974.29	11423.2	14202.8	17383	22510.7	26766.8	33388.4	16722.6			13943.2	14.05206	.439843			78.79208
"NV"	1980	57.45546	10412	14680.5	17563.7	20501.5	23701.5	26820.9	30773.1	35936	44315.6	26314.6	50.21834	327510.9	7265.45	4.256205	.309235	1624	398262	5726.07	12723.5	19192.9	25128.1	30826.9	37048	43731.1	52264.7	65600.7	34887.3	50.21834	327510.9	11928.9	11.4565	.39934	923	231911.4	2395.28	5424.66	8585.8	11518.3	15063.2	18393.4	21966.8	26121.9	33357.1	16947.6	279.476	100873.4	6153.43	13.92618	.41392	701	166350.6	51.75
"NV"	1984	48.01107	9831.06	14102.7	18105.8	21558.7	24926	28612.7	32561.3	38376.5	47354.9	27750.4	86.50519	173529.4	9962.04	4.816866	.320492	902	510257	6104.64	14032.3	19462.1	25329.6	31453.6	38295.3	45060.9	52918	67173.5	35705.5	346.0208	173529.4	15530.3	11.00368	.395801	484	277783.1	3287.02	6891.57	11151.4	14990.1	18511.7	22325.9	26122.6	30862.2	39188.1	20504.4	86.50519	88371.97	8838.99	11.92208	.400116	418	232473.9	43.12457
"NV"	1988	43.71566	10738.5	14573.7	18352.3	21920.4	25269.3	29173.1	34469.7	40179.4	48925.9	28764.9	41.03344	475176.3	12411.6	4.55612	.322417	836	581903.1	7163.35	14183.8	19674	25417.8	30564.2	38163.1	45395.9	53655.2	66927.7	36543.3	379.9392	475176.3	19813.6	9.343073	.4043	443	311227.4	4001.06	8654.56	12716.7	16279.4	19833.1	23145.3	27771.5	33412.5	42745.4	22304.6	41.03344	81531.92	10810.6	10.68352	.386883	393	270675.7	38.40319
"NV"	1992	37.36846	10288.6	14809.6	18341.4	21494.7	25060	29336.6	34239.4	40840.1	50324.2	29147.4	146.1539	215269.2	15639.7	4.891258	.336323	1014	705706.2	8270.13	14291.1	19820.8	25556.3	30860.8	36718.1	44640.2	52723.8	69522.1	36846	256.4103	215269.2	22643.1	8.40641	.401589	548	382653.5	4237.92	8097.51	12065.5	15571.3	19379.3	22934.4	27446.2	32859.9	44802.1	22639.6	146.1539	169210.3	14289.6	10.57172	.41232	466	323052.7	32.12821
"NV"	1996	35.55837	10215.7	15261.3	18980.1	22094.9	26461.9	30539.2	35664.1	42706.3	54179.5	31006.9	91.74312	660977.1	26393.6	5.303552	.368147	794	860365.8	8936.25	14673	20115.1	25517.9	31395.4	38016.3	44993.3	54549.4	69462.9	38675.9	114.6789	365634.2	30190.5	7.77316	.416579	447	492189.7	4330.67	9474.63	13649.7	17404.2	21335.5	25290.4	30653.7	37212.8	48552.9	25757.3	91.74312	660977.1	20684.1	11.21141	.420248	347	368176.1	30.34622
"NV"	2000	35.52811	11446.3	16014.7	19935.4	23423.6	27090.4	31676.2	37107	44825.4	60720.1	34000.4	5.22466	309954	28066.6	5.30478	.375373	1106	996574.3	10318.3	16763.4	21188.1	26196.2	31310.5	38051.9	46938.4	59123.5	79826.6	43462.2	133.7513	309954	44430.3	7.73641	.444631	595	538280.1	5350.58	10738	15183.8	18971	22533.1	27041.1	32609.9	39406.7	51327.5	27823.1	5.22466	206778.5	24210.1	9.592885	.412724	511	458294.1	28.30763
"NV"	2004	33.15465	11557.9	15493	19635.3	24288.8	28715	32124.3	38384.5	46261.4	59221.2	34580.3	6.71141	653814	32041.9	5.123872	.370085	1979	1120186	10982.6	16653.2	20807.7	25990.8	31898	38042.8	47596.1	57960.9	84913.6	44636.3	54.65005	653814	57697.8	7.731648	.456677	1066	617079	6514.93	11184.6	15359.6	19347.5	22717.6	26376	30999.3	38186.3	52396.9	28308.4	6.71141	557120.8	32154.7	8.042588	.425209	913	503107.2	27.53116
"NH"	1964	124.7605	9633.59	11629.2	13939.4	19673.5	20143.5	21957	22453.7	25510.1	32398.4	21458.8	58.13953	69767.44	1827.27	3.363066	.259023	100	236875.3	13883.3	18388.4	23073.5	22466.8	30570	26676.2	35136.7	38379.5	49083.2	32114.3	58.13953	69767.44	2910.5	3.535413	.303521	56	130618	1265.04	3708.91	5388.91	7300.71	12969.2	14088.3	17340.2	19187.6	27003	13549.1	232.5581	44418.6	2072.92	21.34557	.412402	44	106257.2	117.1134
"NH"	1968	115.9793	11731.6	14516.4	16651.9	18904.8	20834.8	23195.4	25610.2	29046	33696.4	22384			2009.41	2.872277	.24999			6125.71	16217.3	23292.4	26316.9	30785.7	33590.6	37838.4	43716.1	52174.7	31616.1			4248.96	8.517331	.306555			1137.67	4073.84	7287.39	10100.6	14512.3	15528.7	18805.5	22112.8	26926.3	14647.5			1777.64	23.66793	.417994			107.9523
"NH"	1972	109.9082	12759.8	16123.9	18723.1	21242.4	23383.2	25732.8	28787.8	32969.4	40720.6	25498.7			8670.86	3.19132	.259372			5903.67	14986.6	23769.8	28351	34237.8	37310.1	43323.3	49691.3	62181.9	35412.8			13239.6	10.53275	.345616			2152.31	4817.11	7745.35	11041.7	15115.2	17693.7	21010.3	25174.7	31584.2	16429.1			8920.53	14.67456	.445269			100.7897
"NH"	1976	78.13639	10977.9	14612.3	17198.2	19664.6	22201.7	24915.8	28046.3	32984.7	40215.3	24691.1			11593.4	3.663296	.273318			5937.88	14094	20141.2	25069.6	30805	34893.9	41322.1	48989.4	62437.2	33504.1			16413.6	10.51507	.381288			2089.64	4424.43	7603.2	10856.7	15201.7	17245.4	20519.1	25148.5	31444.9	16258.4			12909.6	15.048	.433312			70.25854
"NH"	1980	53.06921	10870	14767.3	17439.4	19698.2	22228.9	24690	27630.7	31802	39130	24305.7	32.75109	245633.2	6319.79	3.599816	.275325	1180	508262.4	6998.59	14279.2	20336.8	25469.4	30517.6	34905.1	40373.8	47422.8	62768.9	33583.3	272.9258	245633.2	11481.9	8.968792	.374269	645	276694.2	2015.73	4533.3	7641.09	10507.8	13747.6	16511.7	19754.3	24165.1	30464.9	15545.1	32.75109	71069.87	5649.75	15.11358	.42907	535	231568.3	48.53472
"NH"	1984	44.66124	11036.4	14658.4	17466.2	20184.5	23164.5	26080	29858.1	35195.1	43672.5	25814.2	34.60208	155714.5	8735.59	3.957133	.293424	813	549266.5	6363.97	14143.6	19700.4	24557.3	29782.8	35672	42379.5	52229.4	65519.3	34651.1	34.60208	155714.5	14635.3	10.29535	.387614	417	284226.1	2595.84	6087.91	9444.64	12351.9	15510.4	18369.5	21751.4	27074.2	34383.4	17388.2	173.0104	75519.03	7555.38	13.24558	.40365	396	265040.4	40.07699
"NH"	1988	47.35258	13592.8	18476.1	21455.1	24601.2	27365.9	32056.7	36178.3	41976.9	51721	31158	47.11246	186413.4	11353.7	3.805029	.285481	788	623090.1	7839.37	16803.3	23629.1	29492.8	34895.8	41569.7	49188.4	59425.3	77447.1	40763.6	227.9635	186413.4	19507	9.879251	.377884	423	334423.4	3677.36	8009	11566.9	16095.2	19755.2	23384.3	27615	33514.1	42884.5	22252.8	47.11246	151989.4	11287.8	11.66176	.405001	365	288666.7	41.58952
"NH"	1992	40.10987	13058.5	17319.1	20807.4	24121.1	27110.1	31684.6	36289.2	42151.2	52017.2	31285.7	33.33333	136542.3	13818.7	3.983398	.306442	664	678865.4	8349.13	17141.1	22782.3	28009.2	34103.5	40907.7	47475.7	57485.9	73568.6	39432.6	38.46154	136542.3	22466.2	8.811529	.38765	346	357517.4	4172.89	8622.57	12525.6	16597	21119.8	25009	29672.7	36525.8	46356.3	24261.5	33.33333	121923.1	15146.1	11.10892	.409948	318	321348	34.75654
"NH"	1996	37.53108	12216.9	16594.8	20421.2	23877.5	27390.4	31965	36436.7	42371.7	53876.1	32727.1	43.57798	439990.8	20247	4.409965	.330292	717	670381	8282.42	15504.8	21026.5	26218.5	31416.7	38152.7	45383.7	55079.7	73500.4	41142.1	68.80734	439990.8	35855.3	8.874266	.430839	382	363421.3	3565.77	8705.8	12262.9	16390.1	21202.9	25018.4	29768.9	36465.7	46540.1	24250.6	43.57798	346896.8	16699.2	13.05191	.414784	335	306959.7	31.41101
"NH"	2000	39.13552	13829.8	18483.9	22585.2	26569.2	30868.6	35403.2	40845.9	50054.6	62704.5	37452.7	104.4932	297783.7	30301.1	4.534014	.351535	745	713178.6	9159.48	16623.5	22828.3	29684.2	35347	41774.3	51516.3	64479	92997.4	48692.6	104.4932	297783.7	52532.6	10.15313	.470063	396	383332	3902.24	9186.26	14491.5	18455	22901.9	27101.3	32269.3	39495.6	51812.6	26756.1	417.9728	157366.8	19408.8	13.27766	.412196	349	329846.6	32.25559
