fips;year;GDP;GDPpc;Private;Agriculture;Farms;Mining;Utilities;Construction;Manufacturing;Finance_Insurance;Legal;Education;Health;Government;Government_federal;Government_military;Government_statelocal;cpideflator;statecpi;Private_share;Agriculture_share;Farms_share;Mining_share;Utilities_share;Construction_share;Manufacturing_share;Finance_Insurance_share;Legal_share;Education_share;Health_share;Government_share;Government_federal_share;Government_military_share;Government_statelocal_share
1;1964;8201;4273.58;6900;312;283;115;235;379;2315;936;33;21;156;1301;516;197;589;.172;.1709;84.13608;3.804414;3.450799;1.402268;2.865504;4.621387;28.22827;11.41324;.4023899;.2560663;1.902207;15.86392;6.291915;2.402146;7.182051
1;1968;10949;5493.728;9095;294;253;133;294;499;3147;1169;47;40;244;1854;651;288;915;.193;.191;83.06695;2.685177;2.310713;1.214723;2.685177;4.557494;28.74235;10.67677;.4292629;.3653302;2.228514;16.93305;5.945748;2.630377;8.356928
1;1972;15336;4332.105;12696;481;418;223;435;702;3996;1761;72;68;398;2640;873;411;1356;.232;.2294;82.7856;3.136411;2.725613;1.454095;2.836463;4.577465;26.05634;11.48279;.4694836;.4434012;2.595201;17.2144;5.692488;2.679969;8.841941
1;1976;24206;6477.035;19988;781;683;584;714;1281;6016;2785;116;87;723;4218;1401;546;2272;.316;.307;82.57457;3.226473;2.821615;2.412625;2.949682;5.292076;24.85334;11.50541;.47922;.359415;2.986863;17.42543;5.787821;2.255639;9.386103
1;1980;36006;9246.474;29567;674;542;1351;1228;1588;8859;4189;234;127;1318;6439;2082;782;3575;.458;.4334;82.11687;1.87191;1.505305;3.752152;3.410543;4.410376;24.60423;11.63417;.6498917;.352719;3.660501;17.88313;5.78237;2.17186;9.928901
1;1984;49713;12579.95;41094;1101;894;1527;2177;1728;11896;5760;394;182;2014;8619;2730;1292;4598;.578;.5368;82.66248;2.214712;1.798322;3.071631;4.379136;3.475952;23.92935;11.58651;.7925493;.3661014;4.051254;17.33752;5.491521;2.598918;9.24909
1;1988;65435;16261.58;54314;1349;1078;1024;2583;2663;16557;7157;671;234;2991;11122;3468;1479;6175;.658;.6123;83.00451;2.061588;1.647436;1.564912;3.947429;4.069687;25.30297;10.93757;1.025445;.3576068;4.570948;16.99702;5.299916;2.260258;9.436846
1;1992;80450;19366.81;66158;1629;1243;1075;2962;3060;18186;9332;956;291;4700;14292;4294;1659;8340;.78;.7252;82.23493;2.02486;1.545059;1.336234;3.68179;3.803605;22.60534;11.59975;1.188316;.3617153;5.842138;17.76507;5.337477;2.06215;10.36669
1;1996;97941;22613.41;82278;1848;1368;1585;3280;4268;21637;11580;1242;358;5902;15663;4126;1589;9948;.872;.8136;84.00772;1.88685;1.396759;1.618321;3.348955;4.357726;22.09187;11.82344;1.26811;.3655262;6.026077;15.99228;4.21274;1.622405;10.15714
1;2000;114576;25764.21;96817;2027;1294;1499;3093;5653;21056;5359;1463;502;7481;17759;4256;1498;12005;.957;.9085;84.50024;1.769131;1.129381;1.308302;2.699518;4.933843;18.37732;4.677245;1.276882;.4381371;6.529291;15.49976;3.714565;1.307429;10.47776
1;2004;141527;31240.91;119724;2898;2208;2174;3952;6713;25256;7288;1748;696;9840;21803;5177;2334;14292;1.043;;84.59446;2.047666;1.560126;1.536103;2.7924;4.743265;17.84536;5.149548;1.2351;.4917789;6.952737;15.40554;3.657959;1.649155;10.09843
2;1964;1221;7980.392;766;24;2;60;12;131;73;132;4;2;14;455;164;184;107;.172;;62.73546;1.965602;.1638002;4.914005;.982801;10.72891;5.978706;10.81081;.3276003;.1638002;1.146601;37.26454;13.43161;15.06962;8.763309
2;1968;1886;11361.45;1306;35;3;333;19;175;96;163;7;3;22;580;182;222;177;.193;;69.24709;1.855779;.1590668;17.65642;1.007423;9.278897;5.090138;8.64263;.3711559;.1590668;1.16649;30.75292;9.650053;11.77094;9.384942
2;1972;2729;8358.5;1810;41;5;261;36;287;137;310;16;6;45;919;246;323;350;.232;;66.32466;1.502382;.1832173;9.563943;1.319165;10.51667;5.020154;11.35947;.5862954;.2198607;1.648956;33.67534;9.014291;11.83584;12.82521
2;1976;7433;18907.95;5958;125;5;387;78;2226;290;704;38;10;116;1474;387;427;661;.316;;80.15606;1.68169;.0672676;5.206511;1.049374;29.94753;3.90152;9.471276;.5112337;.1345352;1.560608;19.83049;5.206511;5.744652;8.892776
2;1980;15138;37670.68;12987;230;7;5966;94;819;563;996;66;17;199;2151;524;530;1096;.458;;85.79073;1.519355;.0462412;39.41076;.6209539;5.410226;3.719117;6.579469;.4359889;.1123002;1.314573;14.20927;3.461488;3.501123;7.240058
2;1984;23829;46387.27;20560;180;13;8815;196;1639;490;1856;108;21;347;3269;706;779;1784;.578;;86.28143;.7553821;.0545554;36.99274;.8225272;6.878174;2.056318;7.788829;.4532292;.0881279;1.456209;13.71858;2.962776;3.269126;7.486676
2;1988;21307;39311.88;17638;667;19;7191;243;677;935;1615;128;27;407;3669;826;994;1850;.658;;82.7803;3.130427;.0891726;33.74947;1.14047;3.17736;4.388229;7.579669;.6007416;.1267189;1.91017;17.21969;3.87666;4.665133;8.682592
2;1992;22591;38372.04;17781;406;16;5550;280;778;1121;2029;148;38;676;4810;1115;1259;2436;.78;;78.70834;1.797176;.0708247;24.5673;1.239432;3.443849;4.962153;8.981453;.6551281;.1682086;2.992342;21.29166;4.935594;5.573016;10.78306
2;1996;26083;42859.56;21136;389;23;7313;316;1045;1055;2350;136;52;778;4947;1206;1112;2630;.872;;81.03362;1.491393;.08818;28.03742;1.211517;4.006441;4.04478;9.0097;.5214124;.1993636;2.982786;18.96638;4.623701;4.263313;10.0832
2;2000;27034;43121.11;21824;533;28;5724;307;1180;622;803;167;92;1283;5209;1320;1193;2696;.957;;80.72797;1.971591;.1035733;21.17334;1.135607;4.364874;2.300806;2.970334;.6177406;.3403122;4.745875;19.26833;4.88274;4.412961;9.972627
2;2004;35102;53555.27;28537;302;27;8317;382;1715;870;1105;156;112;2024;6565;1612;1744;3209;1.043;;81.29736;.8603498;.0769187;23.69381;1.088257;4.885761;2.478491;3.147969;.4444191;.3190701;5.766053;18.70264;4.592331;4.968378;9.14193
4;1964;4729;5386.105;3934;223;197;234;172;314;592;697;26;11;123;795;214;140;440;.172;.1914;83.18884;4.715585;4.165786;4.948192;3.637133;6.639882;12.5185;14.73885;.5497991;.2326073;2.600973;16.81116;4.52527;2.960457;9.304293
4;1968;6482;6648.205;5312;286;245;247;223;388;907;878;40;18;211;1170;320;215;634;.193;.2119;81.95001;4.412219;3.779698;3.810552;3.440296;5.985807;13.99259;13.5452;.6170935;.2776921;3.255168;18.04998;4.936748;3.316878;9.780931
4;1972;11179;5564.884;9287;365;290;293;332;1092;1452;1790;74;43;385;1892;405;367;1120;.232;.2491;83.07541;3.265051;2.59415;2.620986;2.969854;9.768315;12.98864;16.01217;.6619555;.3846498;3.443957;16.92459;3.622864;3.282941;10.01879
4;1976;16722;7121.878;13572;630;514;508;612;1050;2225;2396;134;50;652;3150;701;479;1971;.316;.3207;81.16254;3.767492;3.073795;3.037914;3.659849;6.279153;13.30582;14.32843;.8013396;.2990073;3.899055;18.83746;4.192082;2.86449;11.78687
4;1980;30431;11202.09;25609;933;743;1135;1048;2510;4260;4880;261;96;1219;4821;1047;627;3147;.458;.4641;84.15432;3.065953;2.441589;3.729749;3.443856;8.248168;13.99888;16.03628;.857678;.3154678;4.005784;15.8424;3.44057;2.060399;10.34143
4;1984;45235;14748.34;38044;1037;765;726;1364;3439;6155;8077;502;137;2063;7192;1419;968;4805;.578;.5615;84.10302;2.292473;1.691168;1.604952;3.015364;7.60252;13.60672;17.85564;1.10976;.3028628;4.560628;15.89919;3.136951;2.139936;10.62231
4;1988;63639;18001.53;53932;1435;1002;1153;2138;3841;8872;11059;961;210;3462;9707;1645;1160;6902;.658;.6328;84.74677;2.254907;1.574506;1.811782;3.359575;6.035607;13.94114;17.37771;1.51008;.3299863;5.44006;15.25323;2.584893;1.822782;10.84555
4;1992;79695;20352.47;67117;1513;949;1415;2389;3717;10924;14378;1084;319;5114;12578;2402;1238;8938;.78;.7451;84.21733;1.898488;1.19079;1.775519;2.997679;4.664032;13.70726;18.04128;1.360186;.4002761;6.416965;15.78267;3.013991;1.553422;11.21526
4;1996;113138;24665.25;97361;1941;1139;1779;2733;6019;16821;20682;1215;470;6338;15777;2730;1390;11657;.872;.8257;86.05508;1.715604;1.006735;1.572416;2.415634;5.320052;14.86768;18.28033;1.07391;.4154219;5.602008;13.94492;2.412982;1.228588;10.30335
4;2000;158533;30899.31;139519;1609;1132;1499;2775;9474;20732;11374;1573;713;9084;19013;3489;1549;13975;.957;.9351;88.00628;1.014931;.7140469;.9455445;1.750424;5.976043;13.0774;7.174531;.9922224;.4497486;5.730037;11.99309;2.200804;.9770836;8.815199
4;2004;193448;33679.25;168670;2154;1644;1732;3411;12584;17495;16150;1874;1430;13353;24778;4468;2266;18044;1.043;;87.19139;1.113477;.8498408;.895331;1.763265;6.505107;9.043774;8.348496;.9687358;.7392167;6.90263;12.80861;2.309665;1.171374;9.327571
5;1964;4138;3734.657;3655;460;439;96;137;233;891;426;18;8;90;482;115;95;272;.172;.1719;88.3277;11.11648;10.60899;2.319961;3.310778;5.63074;21.53214;10.29483;.4349928;.1933301;2.174964;11.64814;2.77912;2.295795;6.573224
5;1968;5692;4979.877;5030;454;418;107;190;315;1426;651;24;14;137;662;148;92;422;.193;.1918;88.36964;7.976107;7.34364;1.879831;3.338018;5.534083;25.05271;11.43711;.4216444;.2459592;2.406887;11.63036;2.600141;1.616304;7.413914
5;1972;8491;4207.39;7500;685;625;94;236;437;2104;1149;40;25;240;990;218;144;628;.232;.2294;88.32882;8.067366;7.360735;1.107054;2.779413;5.146626;24.77918;13.53197;.471087;.2944294;2.826522;11.6594;2.567424;1.695913;7.396066
5;1976;13643;6290.9;11980;1030;955;277;390;727;3309;1793;62;39;459;1663;331;235;1097;.316;.3065;87.8106;7.549659;6.999927;2.030345;2.858609;5.32874;24.2542;13.14227;.4544455;.2858609;3.364363;12.1894;2.426153;1.722495;8.040753
5;1980;20100;8791.278;17554;985;892;648;602;1124;4937;2514;108;55;830;2546;494;298;1755;.458;.4318;87.33334;4.900497;4.437811;3.223881;2.995025;5.59204;24.56219;12.50746;.5373135;.2736318;4.129353;12.66667;2.457711;1.482587;8.731343
5;1984;28183;12148.99;24687;1528;1385;736;1193;1105;6910;3420;183;67;1292;3497;663;492;2341;.578;.5339;87.59536;5.421708;4.91431;2.611503;4.233048;3.920803;24.51833;12.13498;.6493276;.237732;4.584324;12.40819;2.352482;1.745733;8.306426
5;1988;34508;14730.37;30075;1836;1638;425;1601;1263;8567;3720;289;99;1829;4433;871;579;2984;.658;.6055;87.1537;5.320506;4.746726;1.231598;4.639504;3.660021;24.82613;10.78011;.837487;.28689;5.30022;12.8463;2.524052;1.677872;8.64727
5;1992;44312;18341.18;38382;2038;1758;375;2154;1594;10662;4922;328;132;2864;5930;1168;582;4179;.78;.7149;86.61762;4.599205;3.967323;.8462719;4.860986;3.59722;24.0612;11.1076;.7402058;.2978877;6.463261;13.38238;2.635855;1.313414;9.430854
5;1996;56455;21948.91;49480;2835;2504;568;2111;2398;13684;6181;378;169;3477;6974;1278;548;5149;.872;.8009;87.64503;5.021698;4.435391;1.006111;3.739261;4.247631;24.23877;10.94854;.6695598;.2993535;6.158887;12.3532;2.26375;.9706846;9.120539
5;2000;66801;24987.28;58388;1956;1396;403;1616;2973;14677;2970;471;239;4597;8413;1480;611;6322;.957;.8939;87.40588;2.9281;2.089789;.6032844;2.419126;4.450532;21.97123;4.446041;.7050793;.3577791;6.881633;12.59412;2.215536;.9146569;9.46393
5;2004;82137;29839.47;71343;3674;3083;704;1783;3483;15946;3322;590;336;6153;10794;1799;988;8007;1.043;;86.85854;4.473015;3.753485;.8571046;2.170763;4.240476;19.41391;4.044462;.7183121;.4090726;7.491143;13.14146;2.190243;1.202868;9.748347
6;1964;73727;6833.534;63631;2239;1864;1060;1563;4093;14933;12373;448;312;2118;10096;2052;1982;6063;.172;.1745;86.30624;3.036879;2.528246;1.437737;2.119983;5.551562;20.25445;16.78218;.6076471;.4231828;2.87276;13.69376;2.783241;2.688296;8.223581
6;1968;99037;8413.644;84320;2725;2206;1183;1922;4527;20733;15661;595;481;3212;14717;3023;2835;8859;.193;.1947;85.1399;2.751497;2.22745;1.194503;1.940689;4.571019;20.9346;15.81328;.6007856;.4856771;3.243232;14.8601;3.052395;2.862566;8.945142
6;1972;133609;6490.665;112603;3741;2877;1064;2703;6168;24327;22759;1011;885;4928;21005;4109;3869;13027;.232;.2328;84.27801;2.799961;2.153298;.7963535;2.023067;4.616456;18.20761;17.03403;.7566856;.6623805;3.688374;15.72125;3.075392;2.895763;9.750092
6;1976;197872;9021.038;166881;5991;4560;2289;4002;9626;34462;31319;1617;1222;8122;30991;5866;4729;20396;.316;.3106;84.33785;3.027715;2.30452;1.156808;2.02252;4.864761;17.41631;15.82791;.8171949;.6175709;4.104674;15.66215;2.964543;2.389929;10.30767
6;1980;324407;13706.7;281127;9540;7256;6810;5570;16131;58018;54826;3174;1767;14245;43280;8349;6312;28618;.458;.4737;86.65874;2.94075;2.236696;2.099215;1.716979;4.972457;17.88433;16.90038;.9784006;.5446861;4.391089;13.34127;2.573619;1.945704;8.821634
6;1984;483246;18698.3;423414;11074;7825;9830;9996;21256;81473;91752;5883;2611;21782;59831;11327;10449;38055;.578;.5956;87.61873;2.291586;1.619258;2.034161;2.068512;4.398588;16.85953;18.9866;1.217392;.5403045;4.507435;12.38106;2.343941;2.162253;7.874871
6;1988;678774;23846.56;596440;14720;9517;5145;12963;33814;106465;144949;11001;3367;32275;82334;14652;12392;55290;.658;.6956;87.87019;2.168616;1.402087;.7579842;1.909767;4.981628;15.6849;21.35453;1.620716;.4960414;4.754896;12.12981;2.158598;1.825644;8.145568
6;1992;819389;26453.53;716487;17317;10667;4545;16124;28406;115319;181426;15404;4791;46098;102902;18393;13553;70956;.78;.8542;87.44162;2.113404;1.301824;.5546816;1.967808;3.466729;14.07378;22.14162;1.879937;.584704;5.625899;12.55838;2.244721;1.654037;8.659623
6;1996;958476;29934.76;847276;20913;12803;7462;18609;31706;134612;206646;15776;6011;48131;111200;19006;10742;81452;.872;.9253;88.39825;2.181901;1.335766;.7785276;1.94152;3.30796;14.04438;21.55985;1.645946;.6271414;5.021618;11.60175;1.98294;1.120738;8.498074
6;2000;1290000;38084.95;1150000;19011;12950;7651;18838;51716;182992;74128;19991;8380;63867;136245;20025;10799;105421;.957;1.0172;89.14729;1.473721;1.003876;.5931008;1.46031;4.008992;14.18543;5.746356;1.54969;.6496124;4.95093;10.56163;1.552326;.8371318;8.172171
6;2004;1520000;42347.15;1350000;24163;17492;8484;25452;69431;147108;103624;24734;12136;90526;173599;23214;15609;134775;1.043;;88.81579;1.589671;1.150789;.5581579;1.674474;4.567829;9.678158;6.817369;1.627237;.798421;5.955658;11.42099;1.527237;1.026908;8.866776
8;1964;6211;5438.704;5125;235;213;208;173;392;911;788;45;29;196;1086;306;233;548;.172;.193;82.51489;3.78361;3.429399;3.348897;2.785381;6.311383;14.66753;12.68717;.724521;.4669136;3.155692;17.48511;4.926743;3.751409;8.823056
8;1968;8516;6807.354;6944;363;332;213;223;498;1294;1050;54;45;269;1572;434;336;802;.193;.2136;81.54063;4.262565;3.898544;2.501174;2.6186;5.847816;15.19493;12.32973;.6341005;.5284171;3.15876;18.45937;5.096289;3.945514;9.417567
8;1972;13770;5726.582;11279;547;492;289;324;1000;1837;1972;99;77;462;2491;649;509;1333;.232;.2518;81.90995;3.972404;3.572985;2.098765;2.352941;7.262164;13.3406;14.32099;.7189543;.5591866;3.35512;18.09005;4.713144;3.696442;9.680465
8;1976;21765;8268.61;17915;739;657;739;519;1362;2871;3099;175;91;805;3850;968;695;2187;.316;.3279;82.31105;3.39536;3.018608;3.39536;2.384562;6.257753;13.1909;14.23846;.8040432;.4181024;3.698599;17.68895;4.447507;3.1932;10.04824
8;1980;38151;13202.25;32556;1022;876;2189;849;2517;5167;6174;360;136;1405;5595;1404;877;3314;.458;.4805;85.33459;2.678829;2.296139;5.737726;2.225368;6.597468;13.54355;16.18306;.9436188;.3564782;3.682734;14.66541;3.680113;2.29876;8.686535
8;1984;55949;17649.39;47793;1293;1047;2161;1447;3397;7201;9881;656;208;2284;8156;1881;1397;4878;.578;.5806;85.42244;2.311033;1.871347;3.862446;2.586284;6.071601;12.87065;17.66073;1.172496;.3717671;4.082289;14.57756;3.36199;2.496917;8.718655
8;1988;66265;20312.49;55977;1346;1006;1611;1445;2901;9097;10931;1033;256;3227;10287;2330;1717;6240;.658;.6481;84.47446;2.031238;1.518147;2.431148;2.180638;4.377877;13.72821;16.49589;1.558892;.3863276;4.869841;15.52403;3.516185;2.591111;9.416736
8;1992;85110;24345.39;71641;1632;1222;1465;1631;3958;10850;13758;1176;358;4725;13469;3213;2063;8193;.78;.7708;84.1746;1.917518;1.435789;1.721302;1.916344;4.650452;12.74821;16.16496;1.381741;.4206321;5.551639;15.8254;3.775115;2.423922;9.626366
8;1996;116045;29603.53;100443;1960;1335;1867;2824;6133;13624;18946;1343;523;5897;15602;3596;1928;10079;.872;.8673;86.55521;1.689;1.150416;1.608859;2.433539;5.285019;11.74027;16.32643;1.15731;.4506872;5.081649;13.44478;3.098798;1.661424;8.685424
8;2000;171862;39956.19;152952;1381;1160;2676;1877;10405;15015;10575;1806;904;8425;18910;4093;2111;12706;.957;1.0211;88.99699;.8035517;.6749601;1.557063;1.092155;6.054276;8.736661;6.153193;1.050843;.5260034;4.902189;11.00301;2.381562;1.228311;7.393141
8;2004;197329;42884.53;173337;1977;1759;6518;2550;11467;12816;12152;2136;1228;11538;23992;4701;3025;16265;1.043;;87.84162;1.00188;.8914047;3.303113;1.292258;5.811107;6.494737;6.158243;1.082456;.6223109;5.847088;12.15837;2.382316;1.532973;8.242579
9;1964;10586;6140.371;9690;110;77;10;236;562;4103;1491;79;99;311;896;150;102;644;.172;.2243;91.53599;1.039108;.7273758;.0944644;2.22936;5.308898;38.75874;14.08464;.7462686;.9351974;2.937842;8.464009;1.416966;.9635367;6.083507
9;1968;14427;7900.876;13000;132;88;11;309;739;5501;1862;108;157;479;1427;286;130;1011;.193;.2511;90.10883;.9149511;.6099674;.0762459;2.141817;5.12234;38.12989;12.90636;.7485964;1.088237;3.320163;9.891176;1.982394;.9010882;7.007694
9;1972;18874;6148.65;16809;161;98;15;460;1045;5820;3046;161;263;772;2065;346;215;1504;.232;.3003;89.05902;.8530253;.5192328;.0794744;2.437215;5.536717;30.83607;16.1386;.8530253;1.393451;4.090283;10.94098;1.83321;1.139133;7.968634
9;1976;26198;8489.351;22963;198;123;16;716;973;7943;4080;220;327;1223;3235;892;276;2066;.316;.3914;87.65173;.7557829;.4695015;.0610734;2.733033;3.714024;30.31911;15.57371;.8397588;1.248187;4.668295;12.34827;3.40484;1.053516;7.886098
9;1980;40257;12954.52;35887;241;123;83;969;1456;11704;7196;355;444;1926;4370;1080;380;2909;.458;.5432;89.14474;.5986537;.3055369;.2061753;2.407035;3.616762;29.0732;17.87515;.8818342;1.102914;4.784261;10.85526;2.682763;.9439352;7.226072
9;1984;62067;19517.82;55923;379;191;80;1706;2657;15913;13190;597;657;3050;6143;1294;600;4249;.578;.6838;90.10102;.6106305;.307732;.128893;2.748643;4.280858;25.63842;21.25123;.9618638;1.058534;4.914044;9.897369;2.084844;.9666973;6.845828
9;1988;89328;27301.09;81099;610;220;119;2051;5226;18014;21263;1094;865;4836;8229;1124;706;6398;.658;.8432;90.78788;.6828766;.2462834;.1332169;2.296033;5.850349;20.16613;23.80329;1.2247;.9683414;5.413756;9.212117;1.258284;.7903457;7.162368
9;1992;104171;31560.16;94341;707;269;61;3109;3426;19360;27703;1401;1265;7154;9830;1524;675;7631;.78;.9862;90.56359;.6786917;.2582293;.0585576;2.984516;3.288823;18.58483;26.59377;1.344904;1.21435;6.867554;9.436407;1.462979;.6479731;7.325455
9;1996;126744;37985.01;115179;815;232;81;2918;3765;21339;37248;1546;1513;8371;11565;1688;694;9183;.872;1.0746;90.87531;.6430284;.1830461;.0639084;2.302279;2.970555;16.8363;29.38837;1.219782;1.193745;6.604652;9.124692;1.331818;.5475605;7.245313
9;2000;160436;47109.95;146735;358;288;67;2685;5052;20963;26512;1973;2062;10957;13702;1841;660;11200;.957;1.1603;91.46014;.2231419;.1795108;.0417612;1.673565;3.148919;13.06627;16.52497;1.229774;1.285248;6.829515;8.540477;1.147498;.411379;6.980977
9;2004;182112;51978.48;165570;334;279;97;3804;6013;21628;28990;2185;2759;13764;16542;2046;951;13545;1.043;;90.91658;.1834036;.1532024;.0532639;2.088825;3.301814;11.87621;15.91878;1.199811;1.515002;7.557986;9.083421;1.123484;.5222061;7.437731
10;1964;2074;7102.74;1854;40;33;1;46;91;861;290;10;7;45;220;34;62;125;.172;.1858;89.39248;1.92864;1.591128;.048216;2.217936;4.387657;41.51398;13.98264;.4821601;.337512;2.16972;10.60752;1.639344;2.989393;6.027001
10;1968;2891;9207.007;2579;47;39;1;58;133;1197;394;13;11;66;312;43;74;195;.193;.2073;89.20789;1.625735;1.349014;.0345901;2.006226;4.600484;41.40436;13.6285;.4496714;.3804912;2.282947;10.79211;1.487375;2.559668;6.745071
10;1972;4002;6974.3;3523;72;60;2;102;276;1378;596;19;22;114;478;65;88;325;.232;.249;88.03098;1.7991;1.49925;.049975;2.548726;6.896552;34.43279;14.89255;.4747626;.5497251;2.848576;11.94403;1.624188;2.1989;8.120939
10;1976;5504;9285.455;4788;123;106;4;159;352;1766;811;29;24;192;716;95;112;508;.316;.33;86.99128;2.234738;1.925872;.0726744;2.888808;6.395349;32.08575;14.73474;.5268896;.4360465;3.488372;13.00872;1.726017;2.034884;9.229651
10;1980;7889;13273.59;6911;66;46;3;211;454;2667;1195;60;37;293;978;130;142;705;.458;.4644;87.60299;.8366079;.5830904;.0380276;2.67461;5.754848;33.80656;15.14767;.7605526;.4690075;3.714032;12.39701;1.647864;1.799975;8.936494
10;1984;12011;19639.71;10684;180;151;5;348;583;3930;2424;96;57;447;1327;187;220;920;.578;.5881;88.9518;1.498626;1.257181;.0416285;2.897344;4.853884;32.72001;20.1815;.7992674;.474565;3.721589;11.04821;1.556906;1.831654;7.659646
10;1988;16989;26232.94;15228;289;236;5;469;792;4364;4424;185;80;741;1761;286;260;1214;.658;.687;89.63447;1.701101;1.389134;.0294308;2.76061;4.66184;25.68721;26.04038;1.08894;.4708929;4.361646;10.36553;1.683442;1.530402;7.1458
10;1992;23031;33141.71;20793;235;178;5;526;834;4430;8472;289;93;1123;2238;364;293;1581;.78;.8081;90.28266;1.020364;.7728714;.0217099;2.283878;3.621206;19.23494;36.7852;1.25483;.4038036;4.876037;9.717338;1.580478;1.272198;6.864661
10;1996;28885;38982.32;26088;275;196;5;632;1060;5435;10762;360;125;1367;2797;425;316;2056;.872;.8983;90.31677;.9520512;.6785529;.01731;2.187987;3.669725;18.81599;37.25809;1.246322;.4327506;4.73256;9.683227;1.471352;1.093993;7.117881
10;2000;41472;52924.96;37918;230;187;7;660;1453;3679;13047;457;174;1979;3554;482;334;2738;.957;1.0012;91.43036;.5545911;.4509066;.0168789;1.591435;3.503569;8.871045;31.45978;1.101948;.4195602;4.771894;8.569637;1.16223;.8053626;6.602045
10;2004;52305;62990.45;47799;442;421;12;925;1937;4166;16698;749;250;2712;4506;512;520;3474;1.043;;91.38515;.8450435;.8048944;.0229424;1.768473;3.703279;7.964822;31.92429;1.431985;.4779658;5.184973;8.614855;.9788739;.9941688;6.641812
11;1964;5342;10413.25;3212;1;0;0;198;204;204;711;122;104;99;2129;1735;187;207;.172;;60.12729;.0187196;0;0;3.706477;3.818794;3.818794;13.30962;2.283789;1.946836;1.853238;39.85399;32.47847;3.500561;3.874953
11;1968;7495;15141.41;4288;2;0;1;241;204;253;951;171;180;150;3208;2666;218;323;.193;;57.21148;.0266845;0;.0133422;3.215477;2.721815;3.375584;12.68846;2.281521;2.401601;2.001334;42.80187;35.57038;2.908606;4.30954
11;1972;9659;12986.45;5289;3;0;1;247;291;284;1111;290;280;205;4370;3478;338;554;.232;;54.75722;.0310591;0;.010353;2.5572;3.012734;2.940263;11.50223;3.002381;2.898851;2.122373;45.24278;36.00787;3.499327;5.735583
11;1976;13541;19446.94;7053;4;0;1;377;370;354;1372;447;285;383;6488;5225;451;812;.316;;52.08626;.0295399;0;.007385;2.784137;2.732442;2.614283;10.13219;3.301086;2.104719;2.828447;47.91374;38.58651;3.330626;5.996603
11;1980;19502;30546.71;10401;4;0;3;324;372;651;2093;906;426;611;9101;7547;520;1034;.458;;53.33299;.0205107;0;.015383;1.661368;1.907497;3.338119;10.73223;4.645678;2.184391;3.133012;46.66701;38.69859;2.666393;5.30202
11;1984;26436;41737.65;15090;5;0;7;367;396;901;3272;1597;654;929;11346;9176;786;1383;.578;;57.08125;.0189136;0;.026479;1.388258;1.497957;3.408231;12.37706;6.041005;2.473899;3.514147;42.91875;34.71024;2.973218;5.231503
11;1988;35345;56065.18;21546;12;0;9;438;575;1371;4826;2640;858;1353;13799;11129;937;1733;.658;;60.95912;.0339511;0;.0254633;1.239213;1.626821;3.878908;13.65398;7.469232;2.4275;3.827981;39.04088;31.48677;2.651011;4.903098
11;1992;43757;73225.51;25592;11;0;9;557;430;1261;5323;3496;1162;1897;18165;14896;1261;2008;.78;;58.48664;.0251388;0;.0205681;1.272939;.9826999;2.881825;12.16491;7.989579;2.655575;4.335306;41.51336;34.04255;2.881825;4.58898
11;1996;47560;83092.09;28408;13;0;20;588;404;1182;5500;4332;1262;1973;19152;15849;1273;2030;.872;;59.73087;.0273339;0;.0420521;1.236333;.8494533;2.485282;11.56434;9.108495;2.65349;4.148444;40.26913;33.32422;2.676619;4.268293
11;2000;58699;102610;38562;7;0;18;540;691;216;2954;5878;1611;2542;20137;17008;1423;1705;.957;;65.69447;.0119252;0;.0306649;.9199475;1.177192;.367979;5.032454;10.0138;2.74451;4.330568;34.30552;28.97494;2.424232;2.904649
11;2004;77913;140758.4;51263;1;0;10;713;1039;244;3728;7479;2171;3511;26649;22495;2041;2113;1.043;;65.79518;.0012835;0;.0128348;.9151233;1.333539;.3131698;4.784824;9.599169;2.786441;4.506309;34.20353;28.87195;2.619589;2.711999
12;1964;16049;4429.754;13551;730;602;146;444;1056;2075;2564;126;66;426;2498;455;636;1407;.172;.1718;84.43517;4.54857;3.751013;.909714;2.766527;6.579849;12.92915;15.97607;.7850956;.4112406;2.654371;15.56483;2.835068;3.962864;8.766901
12;1968;23841;5781.038;20127;902;714;149;577;1486;3222;3934;181;119;741;3714;690;824;2201;.193;.1926;84.42179;3.783398;2.994841;.6249738;2.420201;6.23296;13.51453;16.50099;.7591963;.4991401;3.108091;15.57821;2.894174;3.456231;9.231996
12;1972;39830;5296.314;33729;1345;1038;248;943;3060;4272;7527;395;232;1392;6101;1034;1237;3830;.232;.2329;84.6824;3.376852;2.606076;.6226463;2.367562;7.682651;10.72558;18.89782;.9917148;.5824755;3.494853;15.3176;2.596033;3.105699;9.615868
12;1976;58832;6765.911;49248;2014;1471;583;1773;3081;6332;10301;682;308;2615;9584;1620;1699;6265;.316;.3115;83.70955;3.423307;2.50034;.9909573;3.013666;5.236946;10.76285;17.50918;1.159233;.5235246;4.44486;16.29045;2.753603;2.887884;10.64897
12;1980;100627;10323.94;86778;3095;2283;1266;2298;6611;10850;19734;1154;477;4753;13849;2428;2254;9167;.458;.4466;86.23729;3.075715;2.268775;1.258112;2.283681;6.569808;10.78239;19.61104;1.146809;.4740278;4.723384;13.76271;2.412871;2.239955;9.109881
