State,stcode,fips,year,demvote,repvote,wallacevote,dempercent,reppercent,population,income,p10income,p20income,p30income,p40income,p50income,p60income,p70income,p80income,p90income,meanincome,minincome,maxincome,sdincome,ineqincome,gini_income,n_income,nwgt_income,men_p10income,men_p20income,men_p30income,men_p40income,men_p50income,men_p60income,men_p70income,men_p80income,men_p90income,men_meanincome,men_minincome,men_maxincome,men_sdincome,men_ineqincome,men_gini_income,men_n_income,men_nwgt_income,wom_p10income,wom_p20income,wom_p30income,wom_p40income,wom_p50income,wom_p60income,wom_p70income,wom_p80income,wom_p90income,wom_meanincome,wom_minincome,wom_maxincome,wom_sdincome,wom_ineqincome,wom_gini_income,wom_n_income,wom_nwgt_income,medincome,GDP,GDPpc,Private,Agriculture,Farms,Mining,Utilities,Construction,Manufacturing,Finance_Insurance,Legal,Education,Health,Government,Government_federal,Government_military,Government_statelocal,cpideflator,statecpi,Private_share,Agriculture_share,Farms_share,Mining_share,Utilities_share,Construction_share,Manufacturing_share,Finance_Insurance_share,Legal_share,Education_share,Health_share,Government_share,Government_federal_share,Government_military_share,Government_statelocal_share,area_sqmi,area_sqkm,landarea_sqmi,landarea_sqkm,water_sqmi,water_sqkm,percent_water
Alaska,AK,2,2000,79004,167398,0,32.06305,67.93695,626932,39.43448,12408.5,17340.2,21776.2,26203.0,30791.9,36965.0,44614.0,53375.4,68226.8,37738.8,188.0878,380430.5,28412.7,5.498392,0.368967,932,363370.9,6464.77,15432.5,21667.1,28902.2,36072.7,44268.3,53597.5,66507.3,90117.7,45489.2,188.0878,380430.5,42443.3,13.93982,0.443983,500,197226.8,4156.1,8486.91,12684.0,17569.2,23289.4,29034.1,37028.7,44165.0,57113.0,29464.2,405.4336,304182.9,28431.7,13.74197,0.459663,432,166144.1,32.17545,27034,4312111.0,21824,533,28,5724,307,1180,622,803,167,92,1283,5209,1320,1193,2696,.957,NA,8072797.0,1.971591,.1035733,21.17334,1.135607,4.364874,2.300806,2970334.0,.6177406,.3403122,4745875.0,1926833.0,4.88274,4.412961,9972627.0,663267.26,1717854.0,571951.26,1481347.0,91316.0,236507.0,13.77
Alaska,AK,2,2004,111025,190889,0,36.77372,63.22628,655435,34.08562,12084.4,17053.6,22228.0,26007.8,30275.7,34855.3,40198.5,48784.8,61780.7,35551.3,37.39214,499371.1,27490.1,5.112434,0.348617,1532,326891.5,5967.34,14428.7,21311.5,27717.2,33497.2,41774.7,52600.3,63314.4,85298.0,42912.5,95.87728,408403.7,42601.8,14.29414,0.445404,854,184641.3,3632.54,7797.5,12483.2,17820.8,23077.7,27607.8,32849.0,39506.7,52855.1,27818.5,37.39214,499371.1,34205.7,14.55045,0.475879,678,142250.2,29.02752,35102,5355527.0,28537,302,27,8317,382,1715,870,1105,156,112,2024,6565,1612,1744,3209,1.043,NA,8129736.0,.8603498,.0769187,23.69381,1.088257,4.885761,2.478491,3147969.0,.4444191,.3190701,5766053.0,1870264.0,4.592331,4.968378,914193.0,663267.26,1717854.0,571951.26,1481347.0,91316.0,236507.0,13.77
Arizona,AZ,4,1964,237753,242535,0,49.50217,50.49783,878000,127.1849,8353.86,12076.7,15234.4,16997.3,18894.4,21839.6,25306.6,29249.0,36985.0,21875.8,23.25581,344186.0,2397.56,4.427295,0.323733,294,688009.8,4217.29,15027.7,23100.5,28144.1,31631.3,34991.2,38841.7,43514.7,55877.2,32209.1,87.2093,344186.0,4295.07,13.24955,0.37933,200,469025.9,571.176,2077.38,3830.7,9486.5,11922.6,17335.8,19945.3,24432.4,30776.8,14720.0,23.25581,52906.97,2217.49,53.88322,0.513078,94,218983.9,109.8512,4729,5386105.0,3934,223,197,234,172,314,592,697,26,11,123,795,214,140,440,.172,.1914,8318884.0,4.715585,4.165786,4.948192,3.637133,6.639882,12.5185,1473885.0,.5497991,.2326073,2600973.0,1681116.0,4.52527,2.960457,9304293.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,1968,170514,266721,46573,35.24415,64.75585,975000,119.2021,8964.09,12372.9,15069.2,17597.0,19943.2,22510.6,25865.9,30048.3,36309.2,23006.0,NA,NA,2589.74,4.050517,0.3186,NA,NA,4150.25,12232.9,19369.3,25631.6,30847.1,34667.4,39315.5,46326.9,58300.4,32696.6,NA,NA,4594.02,14.04744,0.410563,NA,NA,837.197,2374.28,4436.01,6760.32,10257.6,14181.0,18909.7,23538.2,29207.1,13367.5,NA,NA,2047.82,34.88677,0.479925,NA,NA,103.3326,6482,6648205.0,5312,286,245,247,223,388,907,878,40,18,211,1170,320,215,634,.193,.2119,8195001.0,4.412219,3.779698,3.810552,3.440296,5.985807,13.99259,135452.0,.6170935,.2776921,3255168.0,1804998.0,4.936748,3.316878,9780931.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,1972,198540,402812,0,33.01561,66.9844,2008847,114.8035,9485.5,13155.2,16520.7,19532.7,22266.7,24911.1,29125.3,34813.1,43618.5,26634.4,NA,NA,12432.5,4.59844,0.326228,NA,NA,4740.05,11622.8,18901.4,25783.4,32905.9,37595.0,43184.1,51904.0,69148.2,36361.2,NA,NA,15831.6,14.58808,0.419244,NA,NA,1604.72,3784.42,6347.05,9693.71,12892.1,16766.5,20464.1,26286.2,34844.9,16320.7,NA,NA,9751.35,21.71401,0.487983,NA,NA,95.97716,11179,5564884.0,9287,365,290,293,332,1092,1452,1790,74,43,385,1892,405,367,1120,.232,.2491,8307541.0,3.265051,2.59415,2.620986,2.969854,9.768315,12.98864,1601217.0,.6619555,.3846498,3443957.0,1692459.0,3.622864,3.282941,1001879.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,1976,295602,418642,0,41.3867,58.6133,2347976,77.89905,8880.63,13237.1,16339.3,18868.3,21591.1,24472.8,28481.0,33958.2,42768.1,24616.1,NA,NA,14171.1,4.815886,0.325203,NA,NA,4527.92,11167.2,17485.2,24462.4,30640.9,35727.7,42394.8,49925.2,65371.8,34002.5,NA,NA,19462.9,14.43749,0.421212,NA,NA,1526.45,3408.74,6122.31,9805.72,13676.7,17565.6,21358.1,26459.2,34961.0,16224.2,NA,NA,14291.9,22.90347,0.462885,NA,NA,68.32626,16722,7121878.0,13572,630,514,508,612,1050,2225,2396,134,50,652,3150,701,479,1971,.316,.3207,8116254.0,3.767492,3.073795,3.037914,3.659849,6.279153,13.30582,1432843.0,.8013396,.2990073,3899055.0,1883746.0,4.192082,2.86449,1178687.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,1980,246843,529688,0,31.78791,68.21209,2716546,54.34607,9224.31,13132.7,16124.4,19011.9,22076.4,25074.0,28923.3,34627.1,42880.0,24890.5,34.9345,205895.2,7147.32,4.648586,0.321625,1542,1222751.0,4876.08,10935.0,17692.4,23970.2,30193.6,36989.6,43206.4,51136.3,67066.1,34257.3,109.1703,205895.2,12023.3,13.7541,0.417121,866,692556.0,1858.48,4348.14,7395.67,10837.2,14470.7,17707.7,21515.6,26320.8,34878.4,16803.3,34.9345,134279.5,6566.75,18.76716,0.45312,676,530194.9,48.20175,30431,1120209.0,25609,933,743,1135,1048,2510,4260,4880,261,96,1219,4821,1047,627,3147,.458,.4641,8415432.0,3.065953,2.441589,3.729749,3.443856,8.248168,13.99888,1603628.0,.857678,.3154678,4005784.0,158424.0,3.44057,2.060399,1034143.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,1984,333854,681416,0,32.88327,67.11673,3067125,44.36834,7962.0,12553.1,16318.4,19038.7,21921.5,25780.5,30342.2,36025.3,45237.1,25644.9,3.460208,227020.8,9925.94,5.681625,0.345398,1064,1451277.0,5311.63,10972.0,17433.0,21938.3,28551.4,36351.9,43649.6,53102.6,67086.2,34445.9,121.1073,227020.8,16807.3,12.63006,0.443518,581,807087.8,2559.14,5548.01,9013.57,12732.5,16257.5,19350.2,23004.1,28186.7,36412.0,18346.5,3.460208,121107.3,8518.2,14.22822,0.437714,483,644189.1,37.92647,45235,1474834.0,38044,1037,765,726,1364,3439,6155,8077,502,137,2063,7192,1419,968,4805,.578,.5615,8410302.0,2.292473,1.691168,1.604952,3.015364,7.60252,13.60672,1785564.0,1.10976,.3028628,4560628.0,1589919.0,3.136951,2.139936,1062231.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,1988,454029,702541,0,39.25651,60.74349,3535200,43.35395,9159.2,13202.7,16958.5,20441.0,24432.6,28307.5,33252.8,39617.4,51324.8,28526.9,189.9696,309875.4,13816.7,5.603633,0.36039,898,1767858.0,6139.35,12647.4,18040.1,23178.6,29729.8,36561.9,45139.0,54253.5,72250.6,37442.2,197.5684,309875.4,21863.9,11.76845,0.447964,493,967405.0,2987.6,6761.51,10616.5,14062.2,17795.5,22164.9,27493.9,34129.4,44909.3,21674.4,189.9696,116538.0,12403.5,15.0319,0.448454,405,800453.2,37.13161,63639,1800153.0,53932,1435,1002,1153,2138,3841,8872,11059,961,210,3462,9707,1645,1160,6902,.658,.6328,8474677.0,2.254907,1.574506,1.811782,3.359575,6.035607,13.94114,1737771.0,1.51008,.3299863,544006.0,1525323.0,2.584893,1.822782,1084555.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,1992,543050,572086,0,48.6981,51.3019,3915740,36.00603,8921.92,12900.5,16554.8,20256.0,23861.4,27620.8,32891.8,39031.8,50243.9,28084.7,89.74359,219870.5,16455.7,5.631512,0.358896,840,1853241.0,6738.56,13049.3,18333.6,23090.4,28933.3,34970.5,42575.6,52549.8,73136.5,36289.9,128.2051,219870.5,24835.5,10.85343,0.43103,455,1014152.0,3114.78,6947.86,10768.6,14830.2,19216.2,23431.6,28400.7,34171.9,45629.3,22853.7,89.74359,137820.5,14467.9,14.64929,0.432024,385,839089.3,30.59154,79695,2035247.0,67117,1513,949,1415,2389,3717,10924,14378,1084,319,5114,12578,2402,1238,8938,.78,.7451,8421733.0,1.898488,1.19079,1.775519,2.997679,4.664032,13.70726,1804128.0,1.360186,.4002761,6416965.0,1578267.0,3.013991,1.553422,1121526.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,1996,653288,622073,0,51.22377,48.77623,4586940,32.85688,8332.69,12100.8,15700.8,19344.0,22914.7,26441.1,31748.2,38089.0,52532.5,28651.2,2.293578,533016.1,22700.0,6.304386,0.393721,1073,2251011.0,5523.57,11585.4,16342.4,20527.1,26103.5,31755.9,39267.7,49324.1,72030.4,35826.0,2.293578,533016.1,41299.1,13.04055,0.478237,592,1261964.0,3097.04,6964.79,10565.1,13476.0,17633.4,22219.3,26945.9,33976.3,47143.9,23622.7,68.80734,172325.7,22558.9,15.22224,0.46547,481,989047.5,26.27833,113138,2466525.0,97361,1941,1139,1779,2733,6019,16821,20682,1215,470,6338,15777,2730,1390,11657,.872,.8257,8605508.0,1.715604,1.006735,1.572416,2.415634,5.320052,14.86768,1828033.0,1.07391,.4154219,5602008.0,1394492.0,2.412982,1.228588,1030335.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,2000,685341,781652,0,46.7174,53.2826,5130632,34.04911,9221.32,13616.9,16592.0,20679.4,24894.8,30590.8,35964.2,43412.6,60710.6,32585.0,2.089864,310276.9,31698.3,6.583721,0.399399,1258,2458323.0,8278.77,13631.7,19059.9,24026.3,29915.1,36621.0,46011.2,58564.1,82694.8,42789.4,2.089864,310276.9,51910.5,9.988779,0.472053,659,1282077.0,3664.56,7868.06,11920.5,16149.5,20191.5,25058.3,30149.8,36281.9,49866.6,25843.7,208.9864,205811.9,27436.5,13.6078,0.440289,599,1176245.0,26.01338,158533,3089931.0,139519,1609,1132,1499,2775,9474,20732,11374,1573,713,9084,19013,3489,1549,13975,.957,.9351,8800628.0,1.014931,.7140469,.9455445,1.750424,5.976043,13.0774,7174531.0,.9922224,.4497486,5730037.0,1199309.0,2.200804,.9770836,8815199.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arizona,AZ,4,2004,893524,1104294,0,44.72499,55.27501,5743834,33.97651,9570.53,13961.2,18152.6,22544.4,26911.1,31289.5,37224.1,45608.1,63415.0,35437.5,191.7546,478866.7,40118.2,6.62607,0.430497,1373,2503595.0,8777.78,14256.3,18883.0,24024.1,29469.7,37969.2,47168.7,61561.7,93346.3,49299.6,383.5091,478866.7,66961.4,10.63439,0.520863,763,1393761.0,4712.98,9203.58,12548.1,17254.8,22026.2,27132.2,32680.6,41409.9,57220.5,28291.9,191.7546,382883.0,32304.7,12.14104,0.457551,610,1109834.0,25.80163,193448,3367925.0,168670,2154,1644,1732,3411,12584,17495,16150,1874,1430,13353,24778,4468,2266,18044,1.043,NA,8719139.0,1.113477,.8498408,.895331,1.763265,6.505107,9.043774,8348496.0,.9687358,.7392167,690263.0,1280861.0,2.309665,1.171374,9327571.0,113998.3,295254.0,113634.57,294312.0,363.72999999999996,942.0,0.32
Arkansas,AR,5,1964,314197,243264,0,56.36215,43.63785,1108000,76.05814,3949.98,5816.56,7156.68,9092.25,7557.27,13732.9,16473.1,19588.8,23589.1,13082.0,40.69767,58546.51,1488.58,5.971954,0.359138,178,411841.1,2542.98,5225.96,8634.3,9611.62,12334.0,20767.7,18178.6,31550.5,39776.5,14879.5,40.69767,58546.51,2651.24,15.64169,0.423867,115,265864.4,635.228,1095.91,2275.82,3851.37,6115.43,8337.06,12597.1,16431.0,21133.8,9173.23,145.3488,50616.28,1623.94,33.26963,0.531584,63,145976.7,43.93761,4138,3734657.0,3655,460,439,96,137,233,891,426,18,8,90,482,115,95,272,.172,.1719,883277.0,11.11648,10.60899,2.319961,3.310778,5.63074,21.53214,1029483.0,.4349928,.1933301,2174964.0,1164814.0,2.77912,2.295795,6573224.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,1968,184901,189062,235627,30.33203,69.66798,1143000,79.84145,4842.87,7276.79,9630.17,11714.6,14002.4,16318.2,18799.6,22591.4,26049.5,15409.4,NA,NA,1810.65,5.378938,0.356699,NA,NA,2767.86,6728.96,11114.3,16042.9,19440.6,24451.8,29082.5,34659.0,43963.0,22808.5,NA,NA,3684.62,15.88339,0.433314,NA,NA,909.704,2128.08,3680.17,5766.91,8513.38,11732.1,14480.9,18114.0,23201.9,10818.3,NA,NA,1653.04,25.50489,0.468041,NA,NA,72.55129,5692,4979877.0,5030,454,418,107,190,315,1426,651,24,14,137,662,148,92,422,.193,.1918,8836964.0,7.976107,7.34364,1.879831,3.338018,5.534083,25.05271,1143711.0,.4216444,.2459592,2406887.0,1163036.0,2.600141,1.616304,7413914.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,1972,198899,445751,0,30.8538,69.1462,2018116,74.39052,6236.97,8858.55,11230.7,13492.0,15974.0,18432.7,21442.5,25557.5,32472.6,17258.6,NA,NA,7867.16,5.20647,0.358059,NA,NA,3293.19,8092.17,13195.3,18253.7,21778.4,27102.5,31420.3,37528.2,49792.3,25712.6,NA,NA,11981.3,15.11978,0.438744,NA,NA,1427.36,2976.26,5122.17,7370.84,10446.1,13409.2,16275.1,20699.9,26569.1,12862.5,NA,NA,7698.07,18.61415,0.474643,NA,NA,68.85345,8491,420739.0,7500,685,625,94,236,437,2104,1149,40,25,240,990,218,144,628,.232,.2294,8832882.0,8.067366,7.360735,1.107054,2.779413,5.146626,24.77918,1353197.0,.471087,.2944294,2826522.0,116594.0,2.567424,1.695913,7396066.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,1976,499614,268753,0,65.02283,34.97717,2168688,59.77405,6459.65,9147.82,11703.4,13809.0,16458.8,19198.1,21831.8,26107.1,33565.2,18888.6,NA,NA,11174.4,5.196133,0.346883,NA,NA,3471.07,8573.16,13369.9,17435.2,21590.3,25509.2,30477.9,38638.0,49206.0,25688.1,NA,NA,15413.8,14.17603,0.44562,NA,NA,1487.71,2872.15,5319.05,7865.46,11213.4,14542.4,16973.2,20978.7,27673.2,13270.9,NA,NA,11310.5,18.60121,0.46275,NA,NA,52.08481,13643,62909.0,11980,1030,955,277,390,727,3309,1793,62,39,459,1663,331,235,1097,.316,.3065,878106.0,7.549659,6.999927,2.030345,2.858609,5.32874,24.2542,1314227.0,.4544455,.2858609,3364363.0,121894.0,2.426153,1.722495,8040753.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,1980,398041,403164,0,49.68029,50.31971,2286357,43.83821,7005.86,9819.41,12446.5,15282.7,17792.9,20468.1,23567.3,27263.4,34386.0,20077.9,4.366812,139493.4,6117.61,4.908177,0.339493,1350,1063184.0,4483.75,9826.49,14423.6,18659.5,22607.6,26660.2,31902.4,40069.0,52270.5,27166.6,87.33624,139493.4,10509.3,11.65776,0.433946,738,586202.3,1430.2,3975.18,6721.67,9245.14,12317.1,15017.7,18056.0,21255.2,26818.1,13773.5,4.366812,110480.3,5034.27,18.75129,0.433782,612,476982.1,38.84913,20100,8791278.0,17554,985,892,648,602,1124,4937,2514,108,55,830,2546,494,298,1755,.458,.4318,8733334.0,4.900497,4.437811,3.223881,2.995025,5.59204,24.56219,1250746.0,.5373135,.2736318,4129353.0,1266667.0,2.457711,1.482587,8731343.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,1984,338646,534774,0,38.77241,61.22759,2319782,34.27924,6682.26,9425.54,12022.2,14729.4,17685.5,19910.9,22870.0,26778.4,35667.2,19813.4,62.28374,149654.0,8083.47,5.337595,0.352614,957,1069174.0,3646.6,9163.85,13732.5,17713.4,22317.5,26313.7,32563.2,40055.9,53284.6,26714.0,86.50519,149654.0,13156.1,14.61213,0.44188,538,601291.0,1706.29,4058.96,7137.98,9997.38,12542.9,15308.9,18397.4,22630.9,30199.2,15117.6,62.28374,104787.2,8000.43,17.69875,0.451492,419,467882.8,30.59775,28183,1214899.0,24687,1528,1385,736,1193,1105,6910,3420,183,67,1292,3497,663,492,2341,.578,.5339,8759536.0,5.421708,4.91431,2.611503,4.233048,3.920803,24.51833,1213498.0,.6493276,.237732,4584324.0,1240819.0,2.352482,1.745733,8306426.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,1988,349237,466578,0,42.80836,57.19164,2342643,33.12264,6738.0,9868.02,12851.4,15482.4,18176.5,21405.9,25736.0,30532.4,39883.0,21794.7,15.19757,281924.0,11024.0,5.919116,0.367343,1017,1193195.0,3283.26,8416.69,14120.3,18865.5,23464.0,28651.0,35505.9,43135.7,57099.8,28679.1,68.38906,281924.0,16716.9,17.39119,0.447553,541,638777.9,2099.9,4705.66,7268.48,10310.7,13655.5,17128.4,20476.1,26278.6,33893.4,16905.5,15.19757,154527.4,11040.6,16.14048,0.459109,476,554417.0,27.62386,34508,1473037.0,30075,1836,1638,425,1601,1263,8567,3720,289,99,1829,4433,871,579,2984,.658,.6055,871537.0,5.320506,4.746726,1.231598,4.639504,3.660021,24.82613,1078011.0,.837487,.28689,530022.0,128463.0,2.524052,1.677872,864727.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,1992,505823,337324,0,59.99227,40.00773,2415984,29.16628,7742.47,10976.8,14111.3,16553.9,19361.1,22463.6,26507.2,31942.1,41813.9,22749.7,44.8718,166014.1,12010.1,5.400589,0.342578,1006,1219900.0,4920.92,10328.7,15069.2,19048.2,22934.2,27382.3,33087.8,41783.0,57466.6,28779.7,44.8718,166014.1,19412.4,11.67802,0.431154,546,661992.3,2834.46,5991.33,8694.34,12236.4,14943.2,17806.7,21594.5,27463.1,35650.6,17769.5,91.02564,97051.29,11219.8,12.57756,0.422279,460,557907.6,24.82192,44312,1834118.0,38382,2038,1758,375,2154,1594,10662,4922,328,132,2864,5930,1168,582,4179,.78,.7149,8661762.0,4.599205,3.967323,.8462719,4.860986,3.59722,24.0612,111076.0,.7402058,.2978877,6463261.0,1338238.0,2.635855,1.313414,9430854.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,1996,475171,325416,0,59.35283,40.64717,2572109,26.75745,7816.26,11774.6,14735.9,17306.1,19460.2,23395.0,27525.1,32362.1,40984.7,23332.5,35.55046,353531.0,15251.8,5.243518,0.342849,895,1274210.0,6667.05,11857.3,16014.6,19928.6,23817.1,28877.6,35243.1,42090.2,57844.5,29330.2,35.55046,353531.0,25004.9,8.676176,0.415492,461,664573.2,3417.17,6868.4,9137.12,12179.5,15392.9,18719.3,23187.9,28867.2,36288.0,18876.6,37.84404,123107.8,14964.8,10.61931,0.416885,434,609636.8,22.31674,56455,2194891.0,49480,2835,2504,568,2111,2398,13684,6181,378,169,3477,6974,1278,548,5149,.872,.8009,8764503.0,5.021698,4.435391,1.006111,3.739261,4.247631,24.23877,1094854.0,.6695598,.2993535,6158887.0,123532.0,2.26375,.9706846,9120539.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,2000,422768,472940,0,47.19931,52.80069,2673400,28.05172,9185.09,13085.9,16203.1,18962.1,21930.9,26249.8,30547.2,36115.2,46422.5,26845.5,3.134796,257407.5,23405.5,5.054115,0.369355,858,1289265.0,6604.23,12866.4,17509.8,21741.5,25936.5,30893.7,37623.1,47239.0,62624.8,33221.7,3.134796,257407.5,34640.7,9.482529,0.446413,457,691881.6,4218.49,8300.85,11677.7,15132.8,18279.4,22408.8,26459.4,32552.9,41413.4,21608.2,35.52769,125413.8,21631.0,9.817114,0.411001,401,597383.5,22.9163,66801,2498728.0,58388,1956,1396,403,1616,2973,14677,2970,471,239,4597,8413,1480,611,6322,.957,.8939,8740588.0,2.9281,2.089789,.6032844,2.419126,4.450532,21.97123,4446041.0,.7050793,.3577791,6881633.0,1259412.0,2.215536,.9146569,946393.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
Arkansas,AR,5,2004,469953,572898,0,45.06425,54.93575,2752629,28.54257,9146.43,12917.1,16200.2,19392.5,22269.7,26197.3,30551.6,39841.1,54582.1,29769.9,119.8466,405123.7,30519.4,5.967586,0.405815,1097,1247214.0,9448.27,15266.5,19446.8,23619.7,28578.3,33014.1,40039.6,50933.2,74850.9,39305.8,119.8466,405123.7,43827.1,7.922181,0.45147,575,664250.4,3134.23,7855.14,11534.7,14361.8,17781.0,21204.7,25870.7,30760.9,44629.2,24983.4,287.6318,377082.5,29677.9,14.23929,0.483542,522,582963.2,21.35158,82137,2983947.0,71343,3674,3083,704,1783,3483,15946,3322,590,336,6153,10794,1799,988,8007,1.043,NA,8685854.0,4.473015,3.753485,.8571046,2.170763,4.240476,19.41391,4044462.0,.7183121,.4090726,7491143.0,1314146.0,2.190243,1.202868,9748347.0,53178.619999999995,137732.0,52068.17,134856.0,1110.45,2876.0,2.09
California,CA,6,1964,4171877,2879108,0,59.16729,40.83271,10789000,146.2494,9919.56,13673.7,16675.1,19656.6,22218.8,25118.7,28611.2,33084.3,41742.5,25154.9,23.25581,465116.3,3009.07,4.2081,0.320171,2816,6839436.0,5866.02,15836.7,23896.2,30041.6,34669.2,39764.4,45147.2,53416.1,66958.0,38661.7,116.2791,465116.3,5587.06,11.41455,0.387699,1743,4254852.0,1136.66,3319.62,6652.54,10373.3,13516.4,17846.4,22643.4,27363.9,33605.6,16403.7,23.25581,75581.39,2649.65,29.56522,0.467904,1073,2584584.0,129.1791,73727,6833534.0,63631,2239,1864,1060,1563,4093,14933,12373,448,312,2118,10096,2052,1982,6063,.172,.1745,8630624.0,3.036879,2.528246,1.437737,2.119983,5.551562,20.25445,1678218.0,.6076471,.4231828,287276.0,1369376.0,2.783241,2.688296,8223581.0,163695.57,423970.0,155939.52,403882.0,7736.23,20037.0,4.73
California,CA,6,1968,3244318,3467664,487270,45.06466,54.93534,11771000,140.7673,11040.5,15297.7,18322.4,21313.8,24035.1,27392.4,30896.3,35780.2,44946.2,27168.1,25.90674,259067.4,3356.77,4.071029,0.307708,6602,8651846.0,5743.69,15558.1,24728.5,31821.0,37369.6,42800.4,48629.4,56913.9,72108.2,40768.2,31.08808,259067.4,6406.37,12.55433,0.390796,3993,5270188.0,1340.16,3721.66,7150.06,11139.1,14894.2,19582.3,23742.6,28854.6,36070.1,17822.8,25.90674,259067.4,3229.01,26.91477,0.46089,2609,3381658.0,124.5342,99037,8413644.0,84320,2725,2206,1183,1922,4527,20733,15661,595,481,3212,14717,3023,2835,8859,.193,.1947,851399.0,2.751497,2.22745,1.194503,1.940689,4.571019,20.9346,1581328.0,.6007856,.4856771,3243232.0,148601.0,3.052395,2.862566,8945142.0,163695.57,423970.0,155939.52,403882.0,7736.23,20037.0,4.73
California,CA,6,1972,3475847,4602096,0,43.02886,56.97114,20584794,121.1806,11776.3,15945.4,19228.7,22191.9,25090.1,28396.9,32137.8,37616.8,47150.5,28113.9,25.86207,215517.2,3994.33,4.003847,0.303178,6338,9248376.0,5801.45,14290.5,23352.6,30904.6,37539.0,43687.7,50395.6,58849.8,75429.1,41164.7,25.86207,215517.2,7743.49,13.00177,0.404066,3741,5479937.0,1318.8,3742.84,7153.0,11073.6,15500.7,19890.6,24721.1,30387.0,37958.2,18244.1,34.48276,176724.1,3859.15,28.78238,0.468061,2597,3768439.0,108.147,133609,6490665.0,112603,3741,2877,1064,2703,6168,24327,22759,1011,885,4928,21005,4109,3869,13027,.232,.2328,8427801.0,2.799961,2.153298,.7963535,2.023067,4.616456,18.20761,1703403.0,.7566856,.6623805,3688374.0,1572125.0,3.075392,2.895763,9750092.0,163695.57,423970.0,155939.52,403882.0,7736.23,20037.0,4.73
California,CA,6,1976,3742284,3882244,0,49.08217,50.91783,21934505,87.12151,10711.1,14550.3,18115.4,21413.5,24569.5,28192.8,31986.4,37774.4,46544.2,27530.4,12.65823,541139.2,5483.24,4.345417,0.313884,6983,104e5,5610.56,13298.4,21226.8,28306.7,35167.9,41420.2,48384.3,57552.7,73108.3,39371.8,41.13924,541139.2,9926.87,13.03048,0.411885,3977,5984263.0,1733.97,4520.39,7986.05,11689.6,15446.0,19691.0,24620.1,29837.9,38609.0,18601.7,12.65823,175e3,5121.91,22.26624,0.453156,3006,4426987.0,77.75158,197872,9021038.0,166881,5991,4560,2289,4002,9626,34462,31319,1617,1222,8122,30991,5866,4729,20396,.316,.3106,8433785.0,3.027715,2.30452,1.156808,2.02252,4.864761,17.41631,1582791.0,.8171949,.6175709,4104674.0,1566215.0,2.964543,2.389929,1030767.0,163695.57,423970.0,155939.52,403882.0,7736.23,20037.0,4.73
California,CA,6,1980,3083661,4524858,0,40.52906,59.47094,23667765,60.28603,10008.8,14036.5,17645.0,21038.5,24395.3,28170.4,32336.0,38224.0,48424.1,27611.0,13.10044,327510.9,7994.71,4.838153,0.324607,7738,118e5,5936.12,13057.7,19668.2,26163.9,32804.3,39979.8,47019.3,55669.9,72858.8,37547.2,13.10044,327510.9,13248.3,12.27381,0.410453,4264,6547548.0,2576.82,5931.2,9344.71,12950.9,16440.7,20291.2,24836.7,30205.8,39166.4,19517.6,21.83406,171397.4,7420.49,15.19951,0.434457,3474,5288633.0,53.26485,324407,137067.0,281127,9540,7256,6810,5570,16131,58018,54826,3174,1767,14245,43280,8349,6312,28618,.458,.4737,8665874.0,2.94075,2.236696,2.099215,1.716979,4.972457,17.88433,1690038.0,.9784006,.5446861,4391089.0,1334127.0,2.573619,1.945704,8821634.0,163695.57,423970.0,155939.52,403882.0,7736.23,20037.0,4.73
