caseid;turnout12;turnout12b;vote12;percent16;meet;givefut;info;march;sign;give12mo;compromise;ftobama;ftblack;ftwhite;fthisp;ftgay;ftjeb;fttrump;ftcarson;fthrc;ftrubio;ftcruz;ftsanders;ftfiorina;ftpolice;ftfem;fttrans;ftmuslim;ftsci;reg;demcand;repcand;vote16jb;vote16bc;vote16tc;vote16mr;vote16dt;presjob;lazyb;lazyw;lazyh;lazym;violentb;violentw;violenth;violentm;econnow;econ12mo;pid1d;pid2d;pid1r;pid2r;pidstr;pidlean;lcself;lcd;lcr;lchc;lcbo;lcdt;lcmr;lctc;srv_spend;campfin;immig_legal;immig_numb;equalpay;parleave;crimespend;death;terror_worry;terror_12mo;terror_local;relig_bc;relig_bcstr;relig_srv;relig_srvstr;incgap20;isis_troops;syrians_a;syrians_b;pc_a;pc_b;minwage;healthspend;childcare;getahead;ladder;finwell;warm;warmbad;warmcause;warmdo;freetrade;stopwhite;stopblack;forcewhite;forceblack;stop_12mo;arrested_12mo;charged_12mo;jailed_12mo;convict_12mo;famstop_12mo;stop_ever;arrested_ever;charged_ever;jailed_ever;convict_ever;famstop_ever;pk_deficit;pk_sen;pk_spend;birthright_a;birthright_b;femoff_jobs;femoff_ed;femoff_spend;femoff_issues;lpres_pleased;lpres_immig;lpres_la;vaccine;autism;bo_muslim;bo_confid;amer_ident;race_ident;whitework;whitejob;wguilt1;wguilt2;wguilt3;buycott;boycott;skintone_mob;skintone;skin_discrim;africanam10_1;white10_1;hispanic10_1;asianam10_1;nativeam10_1;other10_1;other10_open;birthyr;gender;race;race_other;educ;marstat;speakspanish;employ;employ_t;faminc;faminc2;state;votereg;pid3;pid7;ideo5;newsint;pew_bornagain;pew_churatd;religpew;religpew_t;ever_vs_12mo_rand
663;1;NA;1;100;3;4;4;2;2;2;2;50;100;95;85;10;86;5;80;56;59;65;50;50;60;51;49;57;100;1;1;1;NA;3;NA;2;NA;3;4;4;5;5;3;3;4;2;3;3;NA;__NA__;3;__NA__;NA;3;5;4;4;4;4;4;6;6;997;4;4;4;1;5;2;4;4;NA;5;1;1;1;1;4;6;NA;4;NA;2;1;5;4;3;2;3;1;2;2;4;4;2;5;2;5;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;4;NA;NA;NA;4;4;4;2;NA;1;4;2;3;1;1;NA;NA;NA;NA;NA;2;2;99;4;4;2;2;2;2;1;1;NA;1951;2;2;__NA__;2;4;4;2;__NA__;8;99;37;1;3;4;4;1;1;1;1;Christian;1
664;2;NA;NA;100;2;5;5;1;2;2;1;75;86;35;100;42;11;1;63;4;20;24;94;51;57;27;2;50;81;1;3;7;NA;NA;3;3;NA;2;3;3;5;4;3;2;4;3;4;3;3;__NA__;NA;__NA__;NA;3;3;1;7;4;2;7;6;6;2;6;2;4;6;2;2;4;3;NA;4;2;2;2;2;1;2;NA;5;NA;2;2;3;2;3;3;2;1;2;3;2;4;3;4;3;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;4;NA;1;4;4;NA;NA;1;3;NA;3;5;2;3;4;1;NA;NA;NA;NA;NA;2;2;99;4;3;0;0;10;0;0;0;NA;1990;1;3;__NA__;3;5;1;1;__NA__;3;99;48;1;3;4;3;2;2;6;11;__NA__;1
665;1;NA;2;100;5;5;5;2;2;2;2;42;94;88;14;78;3;88;3;65;3;8;71;10;72;95;22;1;87;1;3;NA;NA;NA;1;NA;2;6;4;4;4;1;4;4;5;1;3;3;1;__NA__;NA;__NA__;1;NA;2;2;6;2;2;3;7;7;3;1;5;5;1;1;3;4;2;NA;5;2;2;2;2;1;2;7;NA;4;NA;1;2;3;1;7;6;1;2;3;3;3;2;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;2;NA;6;4;4;NA;NA;5;4;NA;2;4;2;4;2;1;4;3;5;5;4;2;2;99;2;5;0;NA;0;0;0;1;European;1960;2;1;__NA__;5;1;4;1;__NA__;6;99;51;1;1;1;2;1;2;6;5;__NA__;2
666;1;NA;1;100;4;4;1;2;2;2;2;2;73;63;72;50;11;51;99;2;61;97;2;64;51;0;2;22;22;1;5;4;2;NA;NA;2;NA;7;4;4;4;4;3;4;4;3;4;5;NA;__NA__;3;__NA__;NA;1;6;3;5;2;4;5;6;6;2;4;6;7;7;7;6;4;1;2;2;1;1;1;1;2;2;NA;7;NA;4;2;4;7;3;6;7;2;3;2;7;4;3;3;3;3;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;4;1;NA;NA;NA;2;1;3;4;NA;4;3;2;3;1;5;3;3;5;5;5;1;1;1;99;4;0;10;0;0;0;0;NA;1980;2;1;__NA__;3;5;4;1;__NA__;3;99;39;1;3;5;4;1;2;4;2;__NA__;1
667;2;NA;NA;90;5;4;4;2;2;2;1;33;90;81;73;59;73;97;80;34;92;87;40;65;93;36;53;59;96;1;3;NA;NA;NA;2;2;NA;6;4;3;5;4;5;4;5;4;3;3;2;__NA__;NA;__NA__;1;NA;4;4;4;4;4;4;4;4;3;2;4;4;1;1;1;4;2;NA;3;2;3;2;2;2;5;4;NA;1;NA;1;1;2;3;5;5;1;2;2;4;4;3;3;2;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;2;3;NA;4;NA;NA;4;3;2;NA;3;4;3;1;2;1;5;NA;NA;NA;NA;NA;2;2;99;2;5;0;0;10;0;0;0;NA;1991;2;2;__NA__;3;1;4;4;__NA__;5;99;46;1;2;7;3;4;1;6;1;__NA__;2
668;1;NA;2;100;5;5;5;2;2;2;1;81;85;50;50;63;1;1;1;53;1;2;0;12;20;41;50;50;56;1;1;11;NA;NA;NA;1;1;2;5;5;5;5;5;5;5;5;3;3;NA;__NA__;1;__NA__;1;NA;4;4;4;4;4;4;4;4;997;4;4;4;1;2;4;7;4;NA;5;2;2;2;2;2;4;NA;4;2;NA;1;2;4;4;1;2;2;3;3;4;4;2;5;2;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;2;4;4;NA;5;5;NA;NA;6;3;3;NA;4;4;2;5;2;1;NA;NA;NA;NA;NA;2;2;99;5;5;10;0;0;0;0;0;NA;1960;2;2;__NA__;2;1;4;1;__NA__;3;99;45;1;1;1;2;3;1;3;1;__NA__;2
669;1;NA;2;100;1;2;2;2;2;2;2;96;95;94;98;95;71;81;80;99;66;87;72;100;99;83;98;63;86;1;1;6;1;NA;NA;NA;1;1;5;3;4;3;4;5;5;5;2;2;NA;__NA__;1;__NA__;1;NA;2;2;2;2;3;2;2;2;7;2;3;3;3;3;3;3;3;NA;2;1;1;1;1;2;3;NA;3;NA;2;2;4;4;3;4;4;1;2;1;3;3;2;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;4;2;NA;1;3;NA;NA;3;2;1;NA;2;2;2;2;1;1;NA;NA;NA;NA;NA;1;2;99;1;3;0;1;2;3;4;0;NA;1988;2;3;__NA__;5;5;1;2;__NA__;6;99;12;1;1;2;3;1;2;4;2;__NA__;2
670;3;1;3;75;4;5;5;2;2;2;1;3;50;80;52;50;50;80;50;2;51;51;51;50;65;50;50;0;59;1;5;NA;2;NA;NA;2;NA;7;1;5;5;3;3;3;4;2;3;3;2;__NA__;NA;__NA__;2;NA;4;4;4;1;4;4;4;4;997;4;6;6;4;2;4;2;NA;2;4;1;3;2;3;2;1;7;NA;NA;4;1;2;4;2;6;6;1;3;3;6;4;4;4;3;2;NA;NA;NA;NA;NA;NA;1;1;1;1;1;2;1;7;4;2;NA;NA;4;NA;3;5;4;NA;3;3;1;2;2;2;2;2;5;5;5;2;2;99;2;4;0;8;0;0;2;0;NA;1971;1;1;__NA__;2;5;4;2;__NA__;3;99;12;1;2;5;6;3;2;5;2;__NA__;2
671;1;NA;2;100;1;3;3;2;2;2;2;91;6;90;7;3;3;3;16;81;7;3;6;6;31;5;5;6;6;1;1;1;1;1;NA;NA;NA;2;4;4;4;4;5;4;5;5;2;1;1;__NA__;NA;__NA__;1;NA;5;4;5;4;4;5;5;5;4;4;4;4;4;4;4;2;2;NA;3;2;1;1;1;2;1;NA;6;NA;3;2;4;4;3;4;4;1;2;2;4;4;3;3;3;3;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;4;3;7;NA;1;4;NA;NA;3;2;NA;1;6;2;1;1;3;1;1;5;5;5;1;1;99;1;3;0;10;0;0;0;0;NA;1957;1;1;__NA__;2;5;4;1;__NA__;3;99;22;1;1;1;3;2;2;5;2;__NA__;1
672;1;NA;2;100;5;5;5;2;2;2;1;99;94;91;96;100;61;0;1;100;0;7;85;1;72;79;100;89;100;1;1;1;NA;NA;1;1;NA;2;4;3;4;5;4;2;3;3;2;3;NA;__NA__;1;__NA__;1;NA;1;2;7;3;4;7;7;7;5;3;1;2;1;1;2;7;4;3;4;2;1;2;1;1;3;1;NA;2;NA;1;2;2;2;6;6;1;2;1;1;5;2;5;2;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;3;3;4;NA;1;NA;NA;4;4;1;4;NA;1;5;2;1;1;3;2;3;4;3;5;2;2;1;99;5;0;10;0;0;0;0;NA;1973;2;1;__NA__;2;1;4;6;__NA__;2;99;25;1;1;1;2;2;2;6;1;__NA__;1
673;1;NA;2;50;5;5;5;2;2;2;1;12;50;90;71;50;79;70;NA;52;6;13;6;17;100;77;90;6;81;1;4;10;NA;NA;3;2;NA;4;3;4;4;4;1;2;2;2;3;2;1;__NA__;NA;__NA__;2;NA;4;6;3;4;4;5;6;5;4;1;6;4;1;6;2;1;NA;4;5;2;3;2;1;2;1;7;NA;NA;3;1;1;1;5;3;2;1;2;2;2;1;1;1;1;1;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;1;4;NA;4;NA;3;NA;4;2;NA;1;6;2;5;1;1;1;4;5;5;5;2;2;99;1;4;0;10;0;0;0;0;NA;1968;1;1;__NA__;2;2;4;2;__NA__;1;99;42;1;1;2;6;3;2;6;1;__NA__;1
674;1;NA;3;100;5;3;3;2;2;1;2;0;50;50;70;20;0;20;20;0;0;0;10;0;40;20;10;30;70;1;3;7;3;NA;3;NA;NA;6;3;3;3;3;3;3;3;2;3;4;NA;__NA__;4;Libertarian;NA;3;4;1;5;1;1;5;5;5;1;4;1;1;7;7;6;4;NA;4;5;1;1;1;1;2;7;NA;4;3;NA;4;7;7;3;5;5;1;1;2;7;1;3;4;3;4;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;6;1;NA;6;4;NA;NA;4;1;NA;4;7;2;2;4;3;2;NA;NA;NA;NA;NA;1;1;99;2;3;0;0;0;10;0;0;NA;1988;1;4;__NA__;5;5;4;2;__NA__;12;99;37;1;4;4;6;2;2;2;12;__NA__;1
675;1;NA;2;100;1;4;1;1;1;2;1;69;63;61;63;67;25;7;13;75;23;11;73;21;57;65;66;61;89;1;1;6;NA;1;NA;1;NA;2;5;5;5;5;5;5;5;5;3;3;1;__NA__;NA;__NA__;1;NA;1;2;7;2;2;7;7;7;5;1;2;4;1;1;3;6;4;4;5;2;1;1;3;1;4;NA;1;NA;2;1;2;4;2;7;7;1;2;1;1;5;3;4;2;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;NA;2;4;4;NA;NA;4;NA;5;2;6;2;1;4;4;5;5;5;4;4;1;1;99;2;5;0;10;0;0;0;0;NA;1975;2;1;__NA__;5;5;4;2;__NA__;5;99;51;1;1;1;2;1;2;3;11;__NA__;1
676;1;NA;2;100;4;4;5;1;2;2;1;89;77;73;75;75;40;2;41;92;18;10;18;25;81;84;51;62;93;1;1;11;NA;1;NA;NA;1;2;5;5;5;5;5;5;5;5;3;3;NA;__NA__;1;__NA__;2;NA;3;2;6;3;3;6;6;7;4;3;1;2;1;2;2;7;NA;4;4;1;1;2;1;1;7;NA;2;3;NA;1;2;4;3;5;5;1;2;1;2;3;3;5;3;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;7;NA;NA;NA;4;4;3;4;NA;1;6;2;1;1;4;1;4;3;4;4;2;1;99;2;4;0;8;0;0;2;0;NA;1934;2;1;__NA__;6;4;4;5;__NA__;97;99;6;1;1;2;3;1;2;3;2;__NA__;1
677;1;NA;2;95;3;5;4;2;2;2;1;99;59;62;89;52;21;1;47;100;10;0;51;51;0;100;1;50;98;1;1;11;1;NA;NA;NA;1;1;5;5;5;5;8;8;8;8;1;1;NA;__NA__;1;__NA__;1;NA;1;4;7;1;1;7;7;7;997;4;2;5;1;4;4;1;2;NA;4;2;1;1;1;1;1;NA;7;NA;3;1;4;2;2;3;3;1;3;2;4;1;1;5;1;5;NA;NA;NA;NA;NA;NA;1;1;1;1;2;1;1;2;2;4;NA;NA;NA;4;4;2;NA;2;1;3;2;1;1;1;NA;NA;NA;NA;NA;2;1;99;4;3;10;0;0;0;0;0;NA;1947;1;2;__NA__;2;1;4;5;__NA__;5;99;17;1;1;1;1;1;1;2;1;__NA__;2
678;1;NA;2;100;2;4;5;2;2;2;1;91;70;51;51;50;38;1;11;90;38;38;77;36;21;50;50;50;90;1;1;11;NA;1;1;NA;NA;2;4;4;5;5;4;4;4;4;2;3;NA;__NA__;1;__NA__;2;NA;3;4;7;2;2;7;6;6;5;7;1;2;1;1;2;4;3;2;3;2;1;1;1;1;7;NA;3;NA;3;1;1;2;2;7;6;1;2;1;3;3;2;4;1;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;3;2;4;NA;NA;4;4;NA;3;NA;5;1;6;2;1;4;3;NA;NA;NA;NA;NA;1;1;99;5;3;8;2;0;0;0;0;NA;1989;2;2;__NA__;3;5;4;2;__NA__;11;99;20;1;1;3;3;2;1;1;1;__NA__;2
679;1;NA;2;80;2;3;2;1;1;2;1;31;91;87;100;15;20;51;67;95;31;46;89;81;57;94;81;36;50;2;1;2;1;NA;NA;NA;1;1;3;2;1;5;3;2;1;4;1;3;NA;__NA__;2;__NA__;1;NA;7;5;4;7;1;3;5;3;6;3;1;1;1;2;4;5;NA;1;1;2;1;2;1;1;3;3;NA;2;NA;2;1;1;2;1;4;1;1;1;3;4;1;1;1;1;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;8;2;3;NA;NA;3;2;NA;2;NA;5;6;6;2;2;2;1;NA;NA;NA;NA;NA;1;1;2;99;1;-8;-8;-8;-8;-8;-8;NA;1980;2;3;__NA__;2;1;1;1;__NA__;97;99;33;2;2;8;5;1;1;2;2;__NA__;2
680;1;NA;1;95;5;5;4;2;1;1;1;63;50;50;51;58;44;6;46;59;50;50;50;50;71;58;50;50;88;1;5;11;NA;NA;NA;1;1;3;4;3;5;5;4;3;4;4;2;2;3;__NA__;NA;__NA__;NA;3;4;2;6;2;1;4;6;6;4;3;2;3;3;3;5;7;1;2;3;2;1;2;2;2;5;3;NA;3;NA;1;5;5;2;5;5;1;2;3;3;4;2;3;3;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;2;4;NA;NA;NA;3;3;3;4;NA;3;5;2;3;4;5;4;4;5;3;4;2;2;99;3;5;0;10;0;0;0;0;NA;1992;1;1;__NA__;2;5;4;1;__NA__;3;99;42;1;3;4;3;3;2;6;11;__NA__;1
681;1;NA;1;100;1;2;1;2;2;2;1;1;6;98;27;60;84;80;71;11;31;79;6;46;49;10;28;0;69;1;5;NA;2;NA;2;NA;NA;7;1;4;1;1;1;3;1;1;3;3;2;__NA__;NA;__NA__;2;NA;4;5;3;4;1;4;5;3;6;2;4;3;3;4;2;3;1;NA;1;2;2;1;1;2;3;4;NA;NA;3;2;3;4;3;2;4;2;2;1;3;2;3;3;2;3;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;2;4;3;4;NA;3;3;NA;NA;5;4;NA;4;4;2;3;1;2;1;3;3;5;5;2;2;99;1;1;0;10;0;0;0;0;NA;1952;1;1;__NA__;2;1;4;1;__NA__;5;99;34;1;2;6;3;2;1;2;2;__NA__;1
682;1;NA;2;100;4;5;5;2;2;2;1;67;76;99;76;90;5;90;0;40;0;1;88;0;76;100;91;5;98;1;3;NA;1;1;NA;NA;NA;3;5;5;5;5;2;3;3;1;3;3;3;__NA__;NA;__NA__;NA;2;4;4;4;4;4;4;4;4;7;1;6;7;1;1;1;1;NA;3;4;2;1;2;2;1;7;NA;7;NA;4;1;1;1;1;4;3;1;2;3;1;6;3;3;3;3;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;4;4;1;NA;1;NA;NA;4;5;1;NA;3;2;2;1;1;1;1;1;5;5;5;2;2;2;99;1;1;4;1;1;2;1;Misc;1958;2;1;__NA__;1;3;4;4;__NA__;1;99;13;1;3;3;6;1;2;6;2;__NA__;1
683;1;NA;2;100;3;4;3;2;1;2;2;99;97;19;51;43;20;16;16;89;31;22;80;23;87;50;46;51;60;1;1;2;NA;1;1;NA;NA;1;5;4;3;4;4;1;2;3;5;3;NA;__NA__;1;__NA__;1;NA;1;1;5;1;1;3;4;2;5;3;5;4;1;1;4;4;3;NA;3;1;1;2;1;2;6;3;NA;3;NA;1;1;1;2;5;3;2;3;3;3;5;3;5;2;4;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;2;7;1;4;NA;4;NA;5;NA;4;3;NA;1;3;2;4;1;1;NA;NA;NA;NA;NA;2;2;99;6;4;4;2;2;1;1;0;NA;1963;2;2;__NA__;1;4;4;4;__NA__;1;99;17;1;1;1;1;3;2;5;1;__NA__;1
684;1;NA;2;100;3;4;4;2;2;1;1;80;77;73;74;81;53;33;30;77;47;35;81;31;61;79;75;77;91;1;3;11;NA;NA;1;NA;1;2;5;5;5;5;5;5;5;5;2;3;NA;__NA__;3;__NA__;NA;2;2;4;7;4;4;7;7;7;6;1;2;4;1;1;3;7;4;4;5;2;1;2;1;1;7;2;NA;3;NA;1;2;2;2;2;6;1;2;1;1;6;2;4;2;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;4;NA;2;NA;4;NA;3;2;3;NA;1;6;2;1;4;3;2;4;4;4;4;2;2;2;99;4;0;10;0;0;0;0;NA;1953;1;1;__NA__;6;4;4;6;__NA__;4;99;42;1;3;3;2;2;2;6;NA;__NA__;2
685;2;NA;NA;98;4;2;4;2;2;2;1;100;75;79;76;98;53;1;49;48;47;50;98;49;36;26;79;92;99;2;3;1;4;NA;NA;NA;1;2;5;5;5;5;5;5;5;5;2;2;1;__NA__;NA;__NA__;2;NA;1;3;7;3;2;7;4;4;4;4;2;3;1;1;4;5;NA;4;5;2;1;1;3;2;2;NA;2;4;NA;1;2;2;4;4;5;1;2;1;2;4;3;3;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;30;2;4;NA;4;NA;NA;4;2;4;NA;1;6;2;3;4;5;3;4;5;5;4;2;2;1;99;5;0;10;0;0;0;0;NA;1991;2;1;__NA__;2;5;4;1;__NA__;3;99;49;2;1;1;2;3;2;6;NA;__NA__;1
686;1;NA;2;100;4;5;5;2;2;2;1;8;47;61;37;44;21;89;72;62;8;21;38;19;14;43;23;22;91;1;1;NA;1;2;NA;NA;NA;6;4;4;4;4;4;4;4;4;3;3;3;__NA__;NA;__NA__;NA;3;4;1;7;2;2;5;4;2;4;1;4;4;1;1;2;2;5;4;5;2;1;1;1;1;2;NA;3;NA;4;1;3;2;3;6;4;1;2;1;1;2;3;3;3;3;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;4;2;3;NA;4;4;NA;NA;3;3;NA;3;3;1;3;4;4;2;3;5;5;5;2;2;99;2;4;0;10;0;0;0;0;NA;1977;1;1;__NA__;2;5;4;1;__NA__;5;99;26;1;3;4;3;1;2;6;11;__NA__;1
687;2;NA;NA;0;5;5;5;2;2;2;1;86;51;99;22;100;32;0;21;91;12;2;29;46;91;75;83;7;88;2;1;11;NA;1;NA;NA;1;2;2;4;3;3;1;3;3;1;2;2;NA;__NA__;1;__NA__;2;NA;1;2;7;3;2;7;6;7;3;4;4;7;1;2;2;1;3;NA;3;2;1;2;1;2;3;4;NA;2;NA;1;2;2;1;5;3;1;2;3;4;4;3;3;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;2;4;3;1;NA;NA;4;4;NA;5;1;NA;3;3;2;3;2;2;2;4;5;5;5;2;2;2;99;5;2;5;1;1;1;0;NA;1985;1;1;__NA__;2;1;4;1;__NA__;3;99;29;2;1;2;6;4;1;3;11;__NA__;2
688;1;NA;1;0;3;2;5;1;1;1;2;3;50;97;8;50;50;97;98;1;62;79;14;56;95;1;6;1;56;1;5;NA;2;NA;NA;2;NA;7;1;1;1;1;3;3;2;1;5;5;NA;__NA__;2;__NA__;1;NA;7;1;5;1;1;6;5;7;1;1;7;7;7;1;1;3;2;2;5;1;1;1;1;1;2;7;NA;NA;4;2;7;7;4;7;7;2;2;2;7;5;5;5;4;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;8;3;NA;7;NA;NA;7;5;3;2;NA;6;2;2;3;1;5;5;3;5;5;5;2;1;4;99;5;3;1;2;1;3;0;NA;1976;1;1;__NA__;5;1;4;1;__NA__;10;99;48;1;2;7;5;1;2;2;2;__NA__;1
689;1;NA;2;100;3;3;2;2;1;2;2;96;80;55;37;25;31;6;46;100;61;55;81;31;52;50;59;65;75;1;1;11;1;NA;NA;1;NA;1;2;3;4;4;1;3;2;4;1;1;NA;__NA__;1;__NA__;1;NA;1;1;7;1;1;7;7;7;7;2;5;5;1;1;2;2;NA;4;5;1;2;1;1;1;2;NA;7;NA;1;1;1;1;4;1;1;2;3;3;2;2;3;5;3;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;6;4;1;NA;NA;4;3;NA;3;NA;4;1;6;2;3;1;1;NA;NA;NA;NA;NA;2;2;99;6;3;10;0;0;0;0;0;NA;1966;2;2;__NA__;1;1;4;1;__NA__;6;99;47;1;1;1;2;1;1;2;1;__NA__;2
690;1;NA;1;100;5;5;5;2;2;2;1;4;51;50;29;100;33;67;42;2;998;36;2;32;83;92;100;14;50;1;5;NA;2;2;NA;NA;NA;7;3;3;3;3;3;3;3;2;3;3;2;__NA__;NA;__NA__;2;NA;5;1;4;1;1;7;4;4;1;4;2;5;1;1;4;1;1;2;3;2;1;2;2;2;5;NA;7;2;NA;1;5;4;3;5;7;1;2;2;4;4;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;2;NA;7;7;NA;4;NA;5;NA;1;2;6;2;5;2;5;4;3;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1993;2;1;__NA__;5;5;4;1;__NA__;4;99;36;1;2;6;4;2;2;5;1;__NA__;2
691;1;NA;2;100;3;4;3;2;1;2;2;99;59;72;55;97;5;1;0;53;1;1;99;2;55;58;76;81;96;1;3;11;1;3;NA;NA;NA;1;2;1;2;3;2;1;2;2;3;3;1;__NA__;NA;__NA__;1;NA;1;2;7;4;3;7;7;7;997;4;2;4;2;1;3;6;5;3;5;1;2;2;1;1;7;NA;3;2;NA;1;2;1;1;3;4;1;2;1;2;5;2;4;1;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;1;NA;5;4;5;NA;NA;3;2;NA;3;6;2;1;3;3;3;5;3;5;3;2;2;99;2;3;0;10;0;0;0;0;NA;1990;1;1;__NA__;3;5;4;1;__NA__;6;99;48;1;1;1;1;2;2;6;11;__NA__;1
692;1;NA;2;100;3;5;5;1;2;2;2;86;100;53;100;67;1;5;8;71;32;0;31;0;77;48;21;100;52;1;1;8;NA;NA;NA;1;1;1;5;4;5;5;5;3;5;5;2;2;3;__NA__;NA;__NA__;NA;3;4;3;7;2;1;7;8;7;7;4;4;4;4;4;4;4;3;NA;1;2;1;1;1;1;6;6;NA;NA;2;1;1;1;2;2;3;1;2;2;1;1;2;4;2;4;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;2;4;4;NA;4;NA;4;NA;4;1;5;NA;4;6;2;1;5;2;NA;NA;NA;NA;NA;2;1;99;7;1;8;0;0;0;2;0;NA;1954;1;2;__NA__;4;2;4;1;__NA__;5;99;12;1;3;4;3;1;2;5;1;__NA__;1
693;1;NA;1;100;3;5;5;2;2;2;1;0;50;50;89;60;40;75;71;15;46;41;40;50;60;31;51;50;90;1;4;NA;NA;NA;4;2;NA;7;2;3;4;3;3;3;3;3;3;3;NA;__NA__;3;__NA__;NA;3;6;1;7;3;1;5;5;4;1;5;3;5;4;2;3;1;3;2;5;1;2;1;3;1;2;NA;7;NA;4;1;6;2;2;7;7;2;3;2;7;2;3;5;3;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;1;NA;7;1;NA;1;NA;2;NA;5;1;5;2;2;5;3;NA;NA;NA;NA;NA;2;2;99;5;3;0;0;10;0;0;0;NA;1972;1;3;__NA__;5;5;2;1;__NA__;5;99;35;1;3;4;4;1;2;4;2;__NA__;2
694;1;NA;1;100;5;4;5;2;2;2;1;13;13;89;100;87;59;100;16;2;7;66;20;28;98;51;68;57;100;1;3;NA;2;2;NA;NA;NA;7;3;5;5;5;4;5;5;4;4;2;NA;__NA__;2;__NA__;1;NA;2;4;3;5;6;1;4;3;3;4;2;4;2;1;2;1;3;NA;5;2;2;1;1;1;2;NA;5;1;NA;1;3;7;2;3;2;1;2;1;3;2;1;1;1;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;5;NA;4;NA;NA;4;1;4;NA;1;6;1;3;1;1;NA;NA;NA;NA;NA;2;2;99;4;3;2;2;2;2;2;0;black;1957;1;3;__NA__;3;5;4;1;__NA__;6;99;6;1;2;7;2;1;2;5;2;__NA__;1
695;2;NA;NA;0;3;5;5;2;2;2;1;93;93;93;92;32;25;32;19;92;24;21;19;24;71;37;21;92;77;2;1;NA;1;NA;1;NA;NA;1;5;5;5;5;5;5;5;5;1;1;NA;__NA__;4;don't believe in this;NA;3;4;3;7;2;3;6;7;7;5;2;1;3;1;2;3;1;NA;4;5;2;2;1;2;2;2;NA;3;3;NA;1;2;3;3;5;5;1;2;1;1;1;4;4;4;4;1;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;4;1;NA;3;3;4;NA;NA;4;NA;5;2;3;2;1;1;5;1;3;3;5;5;2;2;99;1;5;10;0;0;0;0;0;NA;1954;1;1;__NA__;4;1;4;6;__NA__;7;99;51;2;4;4;3;1;1;1;1;__NA__;1
696;1;NA;3;100;3;3;3;2;1;2;2;5;25;100;45;95;2;95;2;1;3;3;1;5;87;47;67;0;86;1;5;NA;3;NA;NA;NA;2;7;1;3;5;4;3;3;4;1;5;3;3;__NA__;NA;__NA__;NA;3;4;4;4;4;4;4;4;4;1;1;4;7;1;1;4;1;NA;2;3;2;1;2;1;1;4;NA;7;4;NA;2;7;7;2;4;4;1;3;2;4;4;4;5;2;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;4;4;NA;4;NA;4;NA;4;4;NA;4;2;1;3;2;3;NA;NA;NA;NA;NA;1;2;99;1;5;0;2;8;0;0;0;NA;1993;1;3;__NA__;4;1;4;1;__NA__;7;99;39;1;3;4;3;1;2;7;11;__NA__;1
