caseid;turnout12;turnout12b;vote12;percent16;meet;givefut;info;march;sign;give12mo;compromise;ftobama;ftblack;ftwhite;fthisp;ftgay;ftjeb;fttrump;ftcarson;fthrc;ftrubio;ftcruz;ftsanders;ftfiorina;ftpolice;ftfem;fttrans;ftmuslim;ftsci;reg;demcand;repcand;vote16jb;vote16bc;vote16tc;vote16mr;vote16dt;presjob;lazyb;lazyw;lazyh;lazym;violentb;violentw;violenth;violentm;econnow;econ12mo;pid1d;pid2d;pid1r;pid2r;pidstr;pidlean;lcself;lcd;lcr;lchc;lcbo;lcdt;lcmr;lctc;srv_spend;campfin;immig_legal;immig_numb;equalpay;parleave;crimespend;death;terror_worry;terror_12mo;terror_local;relig_bc;relig_bcstr;relig_srv;relig_srvstr;incgap20;isis_troops;syrians_a;syrians_b;pc_a;pc_b;minwage;healthspend;childcare;getahead;ladder;finwell;warm;warmbad;warmcause;warmdo;freetrade;stopwhite;stopblack;forcewhite;forceblack;stop_12mo;arrested_12mo;charged_12mo;jailed_12mo;convict_12mo;famstop_12mo;stop_ever;arrested_ever;charged_ever;jailed_ever;convict_ever;famstop_ever;pk_deficit;pk_sen;pk_spend;birthright_a;birthright_b;femoff_jobs;femoff_ed;femoff_spend;femoff_issues;lpres_pleased;lpres_immig;lpres_la;vaccine;autism;bo_muslim;bo_confid;amer_ident;race_ident;whitework;whitejob;wguilt1;wguilt2;wguilt3;buycott;boycott;skintone_mob;skintone;skin_discrim;africanam10_1;white10_1;hispanic10_1;asianam10_1;nativeam10_1;other10_1;other10_open;birthyr;gender;race;race_other;educ;marstat;speakspanish;employ;employ_t;faminc;faminc2;state;votereg;pid3;pid7;ideo5;newsint;pew_bornagain;pew_churatd;religpew;religpew_t;ever_vs_12mo_rand
628;3;2;NA;0;3;3;3;2;2;2;2;1;1;1;3;2;3;2;3;3;2;2;2;2;2;1;1;2;3;2;5;11;NA;4;NA;NA;4;7;3;3;3;3;3;3;3;3;3;3;4;Nothing;NA;__NA__;NA;3;4;4;4;4;4;4;4;4;997;4;4;4;4;4;4;4;NA;3;2;2;2;2;2;3;4;4;NA;NA;4;1;4;4;1;4;4;2;3;3;4;4;1;5;5;5;NA;NA;NA;NA;NA;NA;1;1;2;2;1;1;2;4;4;NA;4;NA;4;NA;4;3;NA;3;4;4;1;1;3;3;3;3;5;3;3;2;2;99;1;3;0;10;0;0;0;0;NA;1984;1;1;__NA__;2;5;4;4;__NA__;97;99;17;2;4;4;6;7;2;5;1;__NA__;2
629;2;NA;NA;100;5;5;5;2;2;2;2;10;73;97;23;83;35;99;3;10;5;2;30;14;100;45;22;14;73;1;5;NA;NA;3;3;NA;NA;7;3;2;3;4;3;2;3;1;4;4;3;__NA__;NA;__NA__;NA;3;6;4;6;4;4;7;4;4;4;7;2;3;1;2;3;1;1;1;1;2;1;2;1;1;7;NA;7;4;NA;1;7;4;5;6;4;1;2;3;3;3;4;5;3;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;4;1;1;NA;4;4;NA;NA;3;NA;4;1;3;1;1;1;1;5;4;5;5;5;2;2;99;1;5;2;3;1;1;3;0;NA;1949;2;1;__NA__;2;4;4;1;__NA__;3;99;41;1;3;4;4;4;2;5;11;__NA__;2
630;1;NA;2;100;5;5;5;2;1;2;1;50;70;70;50;50;15;43;15;50;50;50;55;49;61;50;50;50;40;1;5;5;NA;4;2;NA;NA;4;3;3;3;3;4;3;3;2;3;3;2;__NA__;NA;__NA__;2;NA;4;5;3;4;4;3;4;2;997;5;5;6;3;2;4;4;NA;4;4;2;2;2;2;3;4;NA;5;NA;2;1;3;4;3;3;3;2;2;1;4;4;2;4;2;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;2;6;4;NA;4;5;4;NA;NA;3;3;NA;3;4;2;3;1;2;NA;NA;NA;NA;NA;2;2;7;99;3;8;0;0;0;2;0;NA;1943;2;2;__NA__;2;5;4;5;__NA__;6;99;55;1;2;6;3;2;2;5;1;__NA__;2
631;1;NA;1;99;3;3;4;2;1;1;2;18;69;73;71;76;51;95;23;10;38;61;72;30;65;12;43;53;73;1;3;NA;3;3;NA;NA;NA;6;2;3;4;4;3;4;3;3;4;3;3;__NA__;NA;__NA__;NA;2;5;3;6;1;1;5;3;7;3;2;1;4;1;1;3;2;3;NA;3;2;2;2;3;1;3;7;NA;4;NA;1;3;4;3;7;6;1;2;3;3;3;3;4;2;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;8;4;2;NA;NA;3;3;NA;5;NA;3;3;4;1;4;3;4;4;2;4;4;3;2;2;99;2;4;0;10;0;0;0;0;NA;1973;1;1;__NA__;4;1;4;1;__NA__;8;99;4;1;3;5;3;1;2;6;1;__NA__;2
632;1;NA;2;100;4;5;5;2;2;2;1;13;50;73;44;60;39;10;22;86;41;45;60;30;50;49;55;49;51;1;3;11;1;NA;NA;1;NA;2;4;4;5;4;3;4;4;4;2;2;NA;__NA__;1;__NA__;1;NA;2;1;7;1;1;7;6;6;4;3;1;4;1;1;3;3;3;4;4;2;1;2;1;2;4;NA;5;3;NA;1;4;4;2;6;5;1;2;1;3;4;2;3;2;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;4;2;NA;4;NA;NA;4;4;5;4;NA;2;6;1;4;4;5;4;4;5;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1988;1;1;__NA__;4;5;4;1;__NA__;8;99;34;1;1;1;1;2;2;6;2;__NA__;2
633;1;NA;1;75;5;5;4;2;2;2;1;15;95;94;95;51;40;56;30;41;31;30;30;50;94;52;50;51;91;1;5;NA;NA;3;NA;3;NA;6;4;4;4;5;3;3;4;4;4;2;2;__NA__;NA;__NA__;2;NA;6;2;6;2;1;6;4;5;3;4;2;4;1;1;2;2;3;4;5;1;2;1;2;1;2;NA;3;NA;4;2;6;3;4;3;3;1;3;3;4;3;3;3;3;3;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;NA;2;NA;4;4;NA;3;NA;5;2;3;1;3;5;5;2;3;4;5;4;2;2;99;2;5;0;7;0;0;0;3;German;1962;2;1;__NA__;1;1;4;7;__NA__;10;99;18;1;2;6;3;2;2;2;2;__NA__;1
634;1;NA;2;100;4;4;4;2;2;2;1;0;100;45;90;100;69;NA;48;69;94;91;80;998;100;100;41;100;100;1;5;4;NA;NA;2;2;NA;7;4;2;2;1;3;5;5;5;5;2;NA;__NA__;1;__NA__;2;NA;1;4;4;4;4;4;4;4;7;4;4;4;1;7;1;1;NA;1;3;2;2;2;1;1;7;7;NA;1;NA;1;1;2;5;6;2;1;2;3;1;7;3;5;3;5;NA;NA;NA;NA;NA;NA;1;1;2;1;1;1;1;3;4;1;NA;NA;NA;4;4;4;NA;4;1;5;1;3;1;1;NA;NA;NA;NA;NA;2;1;2;99;3;0;5;0;0;5;0;NA;1960;2;7;__NA__;3;1;4;4;__NA__;4;99;48;1;1;2;6;1;2;6;11;__NA__;2
635;2;NA;NA;0;5;5;5;2;2;2;2;0;40;95;61;40;77;94;41;0;55;55;20;50;90;56;50;0;90;2;5;NA;NA;4;NA;2;NA;7;2;5;5;5;2;4;3;3;3;4;2;__NA__;NA;__NA__;2;NA;4;2;5;1;1;5;5;4;997;7;3;6;1;2;2;1;3;NA;3;2;1;1;1;1;6;7;NA;4;NA;2;4;4;3;3;5;1;2;1;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;4;1;NA;4;4;NA;NA;5;NA;2;1;3;1;3;1;1;1;4;5;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1938;2;1;__NA__;2;4;4;5;__NA__;2;99;12;2;2;6;4;4;1;5;1;__NA__;2
636;2;NA;NA;100;3;1;5;2;2;2;1;88;51;51;50;100;0;0;0;92;1;0;6;0;0;100;100;50;100;1;1;11;NA;NA;NA;1;1;2;5;5;5;5;5;5;5;5;2;2;NA;__NA__;1;__NA__;1;NA;1;2;7;2;2;7;7;7;7;1;1;1;1;1;2;7;5;NA;5;2;1;2;1;2;4;1;NA;2;NA;1;1;1;2;6;6;1;2;1;1;4;3;5;3;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;1;NA;1;4;NA;NA;4;1;4;NA;1;6;2;1;5;3;NA;NA;NA;NA;NA;2;2;99;2;5;1;5;4;0;0;0;NA;1995;1;6;__NA__;2;5;4;4;__NA__;1;99;6;1;1;1;1;1;2;6;NA;__NA__;2
637;2;NA;NA;0;3;4;4;2;2;2;1;0;50;50;50;0;0;11;50;0;50;50;18;50;36;11;0;0;20;2;5;11;NA;4;NA;4;NA;7;2;2;4;4;3;3;3;4;4;5;4;no party;NA;__NA__;NA;3;6;1;7;3;1;7;4;4;4;6;4;7;1;1;5;4;5;NA;5;2;1;1;1;1;7;NA;7;NA;4;2;1;1;1;7;7;2;2;2;7;7;4;4;4;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;2;99;4;1;NA;NA;4;4;NA;4;NA;4;7;1;1;2;4;4;1;2;5;5;5;2;1;99;2;1;0;10;0;0;0;0;NA;1959;2;1;__NA__;2;3;4;6;__NA__;1;99;55;2;4;4;4;1;2;6;11;__NA__;2
638;1;NA;1;100;3;2;5;2;2;1;2;0;65;70;81;30;40;65;80;0;71;100;0;65;92;40;0;42;60;1;5;4;NA;2;NA;2;NA;7;2;3;5;5;3;3;4;2;4;5;NA;__NA__;3;__NA__;NA;3;7;1;5;1;1;4;5;7;2;7;1;5;1;4;3;1;NA;4;4;1;1;1;1;2;1;NA;7;4;NA;2;3;4;5;3;7;2;2;2;7;5;3;4;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;3;NA;7;4;4;NA;NA;2;NA;5;2;3;1;2;1;1;5;4;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1956;2;1;__NA__;1;5;4;1;__NA__;5;99;4;1;3;5;4;1;2;3;2;__NA__;2
639;1;NA;1;100;4;4;5;2;1;2;2;0;78;68;81;58;89;78;86;0;71;59;5;11;99;12;26;70;63;1;5;1;NA;2;NA;NA;2;7;5;5;5;5;5;5;5;5;2;2;NA;__NA__;2;__NA__;1;NA;7;1;5;1;1;6;5;5;2;1;3;3;1;3;2;1;2;1;3;2;1;1;1;3;1;NA;4;1;NA;4;4;3;2;4;5;2;3;1;4;1;3;3;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;4;4;NA;5;6;NA;6;NA;3;NA;5;1;6;1;1;1;5;3;2;5;5;5;2;2;99;4;3;0;10;0;0;0;0;NA;1981;2;1;__NA__;6;5;4;1;__NA__;5;99;19;1;2;7;5;1;1;4;1;__NA__;2
640;2;NA;NA;100;3;2;3;2;2;1;1;75;30;90;55;40;50;70;20;85;60;5;70;10;40;40;6;40;100;1;1;NA;1;1;NA;NA;NA;2;4;4;5;4;2;3;3;1;2;2;NA;__NA__;2;__NA__;2;NA;6;6;4;5;5;1;5;2;997;3;2;3;1;1;2;1;1;NA;2;2;2;2;3;2;1;3;NA;NA;1;1;1;2;4;2;2;1;2;3;2;2;4;5;3;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;4;3;NA;1;1;NA;NA;5;1;NA;1;4;1;3;2;2;1;3;2;4;3;2;1;99;2;3;0;10;0;0;0;0;NA;1973;1;1;__NA__;2;5;4;6;__NA__;2;99;25;1;2;5;4;2;2;4;11;__NA__;1
641;2;NA;NA;50;3;3;3;2;2;2;2;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;3;5;11;4;NA;NA;4;NA;4;3;3;3;3;3;3;3;3;3;3;3;__NA__;NA;__NA__;NA;3;4;4;4;4;4;4;4;4;997;4;4;4;4;4;4;4;NA;3;3;1;2;1;1;3;4;NA;4;NA;3;2;4;4;3;4;4;2;3;3;4;4;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;4;2;4;NA;4;4;NA;NA;3;3;NA;4;3;1;3;3;3;NA;NA;NA;NA;NA;2;2;99;5;3;2;2;2;2;2;0;NA;1994;1;2;__NA__;2;5;4;8;__NA__;1;99;36;3;3;8;3;7;2;5;1;__NA__;2
642;1;NA;2;100;5;5;5;2;2;2;1;100;60;41;90;50;10;50;50;100;30;49;59;50;3;50;50;69;50;1;1;11;1;NA;NA;1;NA;1;5;4;5;5;3;1;4;5;3;3;NA;__NA__;1;__NA__;1;NA;4;4;7;4;4;3;7;1;7;4;5;4;7;1;1;1;NA;5;5;2;1;2;1;1;7;4;NA;4;NA;1;4;1;1;7;7;1;2;1;1;4;1;1;1;1;NA;NA;NA;NA;NA;NA;1;1;1;1;2;1;1;8;4;NA;7;7;7;NA;NA;5;1;NA;1;4;2;1;1;1;NA;NA;NA;NA;NA;2;2;99;8;1;3;5;1;1;0;0;NA;1993;1;2;__NA__;3;5;4;8;__NA__;1;99;28;1;1;1;3;3;2;5;11;__NA__;2
643;1;NA;2;80;5;5;4;2;2;2;2;70;68;81;41;40;NA;100;99;61;49;40;60;29;69;59;60;NA;67;1;1;NA;1;NA;1;NA;NA;5;3;3;3;3;4;4;4;4;4;3;NA;__NA__;1;__NA__;2;NA;4;4;6;5;4;6;4;5;4;5;4;5;2;1;3;5;2;NA;1;2;2;1;1;1;2;7;NA;2;NA;1;2;2;1;4;5;1;2;1;1;3;3;3;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;3;1;NA;NA;4;NA;4;5;NA;1;1;2;1;5;1;1;2;2;3;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1958;1;1;__NA__;2;1;4;6;__NA__;3;99;51;1;1;3;4;3;1;3;11;__NA__;1
644;1;NA;2;100;5;5;5;2;2;2;1;2;1;1;1;0;1;2;0;0;2;2;0;0;1;1;2;0;1;1;3;11;NA;NA;2;2;NA;7;1;1;1;1;1;1;1;1;5;3;NA;__NA__;3;__NA__;NA;3;7;4;4;4;4;4;4;4;7;4;7;7;7;7;7;7;5;NA;5;2;3;1;1;1;7;NA;7;NA;1;3;7;7;2;7;7;1;2;1;1;7;5;5;2;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;2;1;NA;1;NA;NA;1;5;NA;1;1;6;2;5;1;1;5;4;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1973;1;1;__NA__;2;5;4;2;__NA__;1;99;36;1;3;4;5;4;2;6;5;__NA__;1
645;1;NA;1;100;4;5;5;2;2;2;2;4;32;48;32;29;70;70;70;2;70;30;50;50;26;51;43;20;51;1;3;2;NA;2;NA;2;NA;6;2;3;4;4;3;3;3;3;3;3;NA;__NA__;2;__NA__;2;NA;5;1;7;1;1;5;6;5;1;4;4;4;1;1;4;3;NA;2;2;1;1;2;2;3;4;NA;4;NA;3;4;7;5;3;4;4;1;3;2;4;4;3;3;2;2;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;2;3;NA;1;4;NA;4;NA;3;4;NA;4;3;1;5;2;3;5;4;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1979;2;1;__NA__;4;1;4;2;__NA__;7;99;55;1;2;6;4;3;2;6;2;__NA__;2
646;1;NA;2;100;4;4;4;2;2;2;2;95;87;76;70;65;21;3;31;85;32;31;41;16;71;90;49;71;90;1;1;11;1;NA;NA;NA;1;2;3;3;3;3;3;1;2;2;3;3;NA;__NA__;1;__NA__;2;NA;2;1;7;1;1;7;7;7;5;2;5;6;1;1;3;6;NA;3;3;2;2;2;3;2;5;4;NA;NA;2;1;2;3;2;6;6;1;2;1;4;4;1;5;2;5;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;6;2;3;NA;3;NA;NA;3;2;2;NA;2;3;2;2;2;2;NA;NA;NA;NA;NA;1;1;99;5;2;10;0;0;0;0;0;NA;1967;2;2;__NA__;6;5;4;2;__NA__;2;99;5;1;1;2;2;2;1;1;1;__NA__;1
647;2;NA;NA;0;5;5;5;2;2;2;2;49;49;50;50;49;52;52;49;48;50;48;50;49;50;1;48;48;49;2;5;11;4;NA;NA;NA;4;4;5;5;5;5;5;5;5;5;3;3;3;__NA__;NA;__NA__;NA;3;4;4;4;4;4;4;4;4;997;4;4;4;4;4;4;4;NA;5;5;2;2;1;3;3;4;NA;5;4;NA;2;4;4;3;4;5;1;3;3;4;4;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;5;4;NA;4;NA;4;4;NA;3;NA;5;4;5;2;5;5;5;4;4;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1985;1;1;__NA__;2;5;4;4;__NA__;8;99;22;2;3;4;3;4;2;6;11;__NA__;2
648;1;NA;2;100;4;4;4;2;2;2;1;84;100;100;100;100;16;62;5;79;10;1;86;6;60;100;100;51;100;1;1;7;NA;1;NA;1;NA;2;5;5;5;5;4;4;4;4;2;3;1;__NA__;NA;__NA__;1;NA;1;3;7;3;3;5;7;7;4;1;2;4;1;4;4;6;5;NA;5;2;1;2;1;2;6;NA;5;2;NA;1;4;4;2;3;5;1;2;1;1;4;3;5;3;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;1;NA;4;4;NA;NA;3;3;NA;5;1;6;1;4;4;4;NA;NA;NA;NA;NA;1;1;99;2;5;0;0;10;0;0;0;NA;1978;2;3;__NA__;3;6;3;2;__NA__;12;99;32;1;1;1;1;1;2;6;2;__NA__;1
649;1;NA;2;100;5;5;5;2;2;2;1;81;63;70;58;51;66;10;36;51;46;33;48;31;51;49;50;57;50;1;1;1;NA;NA;1;NA;1;3;5;5;5;5;4;4;5;5;2;2;3;__NA__;NA;__NA__;NA;2;5;2;6;2;2;4;5;7;4;1;2;2;1;1;4;4;4;4;5;2;2;1;2;2;3;NA;2;4;NA;1;2;4;2;5;5;1;2;1;3;4;2;4;2;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;1;6;NA;4;NA;NA;4;3;NA;5;1;4;2;1;4;2;NA;NA;NA;NA;NA;2;2;99;2;4;0;5;0;5;0;0;NA;1955;2;6;__NA__;5;5;4;1;__NA__;5;99;27;1;3;3;3;1;1;2;1;__NA__;2
650;1;NA;2;100;5;3;5;1;2;1;1;89;73;69;58;69;40;41;33;74;18;8;92;12;12;71;50;61;79;1;3;NA;NA;NA;NA;1;1;2;3;3;3;5;1;2;3;4;2;3;NA;__NA__;1;__NA__;1;NA;2;2;7;2;2;4;6;6;5;1;2;3;1;1;1;2;4;NA;5;2;1;2;1;1;6;2;NA;NA;2;1;2;1;2;6;6;1;2;3;2;3;3;4;3;4;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;2;4;2;1;NA;3;NA;4;NA;4;NA;3;1;6;2;5;1;2;2;2;3;4;4;1;1;99;2;4;0;10;0;0;0;0;NA;1954;2;1;__NA__;3;4;4;6;__NA__;6;99;4;1;1;1;1;2;2;5;2;__NA__;2
651;1;NA;2;100;3;4;5;2;2;2;1;90;97;66;86;86;10;35;22;95;50;36;81;51;47;76;78;51;81;1;1;11;1;NA;NA;NA;1;2;5;5;5;5;4;4;5;5;2;2;NA;__NA__;1;__NA__;2;NA;2;3;6;3;2;6;6;5;5;1;3;6;1;1;2;2;3;4;4;2;1;1;3;1;6;7;NA;NA;3;1;2;2;2;5;5;1;2;1;1;3;2;5;2;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;2;NA;6;NA;3;4;NA;5;NA;5;1;3;2;3;3;5;5;4;3;3;2;1;1;99;3;3;2;5;0;0;3;0;NA;1970;2;1;__NA__;4;6;4;1;__NA__;8;99;18;1;1;2;3;2;2;6;11;__NA__;1
652;1;NA;1;100;4;5;5;2;2;2;2;0;51;51;50;49;30;1;71;1;22;41;31;2;15;41;NA;0;51;1;5;2;NA;2;3;NA;NA;7;5;4;5;5;4;4;4;3;3;2;2;__NA__;NA;__NA__;2;NA;4;3;5;3;2;6;3;3;4;4;3;5;1;2;4;2;3;NA;3;2;2;2;3;2;5;5;NA;NA;3;1;2;3;2;5;5;1;2;1;4;3;3;4;2;4;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;6;4;3;NA;4;NA;4;NA;4;4;NA;1;5;1;2;2;5;4;4;4;5;5;2;2;99;3;5;0;NA;0;0;1;0;NA;1962;1;1;__NA__;2;3;4;4;__NA__;97;99;4;1;2;6;3;3;2;5;11;__NA__;2
653;1;NA;1;90;5;5;5;2;2;2;2;18;50;50;51;12;25;64;51;24;16;50;51;51;94;17;14;35;85;1;5;NA;2;NA;NA;NA;2;6;4;4;3;3;3;3;2;2;3;3;NA;__NA__;2;__NA__;2;NA;6;1;5;1;1;4;4;4;4;1;7;5;1;4;2;1;2;3;4;2;2;1;1;1;2;7;NA;3;NA;1;2;4;2;7;7;1;2;3;4;2;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;8;4;NA;7;NA;4;4;NA;5;NA;3;1;4;1;3;1;1;3;2;5;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1949;1;1;__NA__;2;1;4;5;__NA__;5;99;12;1;2;6;4;1;2;4;2;__NA__;2
654;1;NA;2;95;4;3;5;2;2;1;1;70;50;50;59;59;43;71;6;80;19;4;46;42;81;32;51;54;90;1;1;NA;NA;NA;1;NA;1;2;3;3;5;4;3;3;4;5;3;3;NA;__NA__;3;__NA__;NA;2;4;3;6;3;2;6;6;7;3;2;2;2;4;3;3;1;4;4;4;2;1;1;2;1;5;NA;4;NA;4;1;3;4;4;3;3;1;3;1;2;2;3;3;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;3;6;1;NA;5;NA;NA;4;4;3;NA;5;1;5;2;1;2;4;NA;NA;NA;NA;NA;2;2;99;4;5;0;0;0;10;0;0;NA;1976;1;4;__NA__;6;1;4;1;__NA__;13;99;4;1;3;3;3;2;2;6;11;__NA__;2
655;2;NA;NA;40;5;5;4;2;2;2;2;17;99;99;99;95;2;50;61;1;32;32;99;51;71;51;51;98;32;2;3;7;NA;NA;3;3;NA;6;5;5;5;5;5;5;5;5;4;3;3;__NA__;NA;__NA__;NA;3;4;1;5;1;1;4;8;4;4;4;4;4;4;2;3;4;5;5;5;1;3;2;3;1;7;NA;2;4;NA;2;2;2;1;7;7;1;1;2;6;4;2;3;3;3;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;4;4;4;NA;1;NA;NA;1;3;1;NA;7;1;1;1;4;4;4;2;5;5;5;2;2;99;4;5;0;10;0;0;0;0;NA;1950;1;1;__NA__;2;3;4;2;__NA__;3;99;55;2;3;4;3;3;2;6;12;__NA__;2
656;1;NA;2;100;5;5;5;2;2;2;1;91;98;42;42;6;1;0;3;70;4;1;10;NA;21;12;4;42;50;1;1;11;NA;1;NA;NA;1;2;5;5;5;5;4;4;4;4;2;4;1;__NA__;NA;__NA__;1;NA;2;1;7;3;1;7;6;7;6;2;1;4;1;4;2;5;NA;2;5;2;1;2;1;1;5;5;NA;NA;1;1;2;4;3;1;2;1;2;3;1;2;2;5;2;5;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;2;2;NA;4;NA;NA;1;1;3;NA;3;1;6;2;1;2;1;NA;NA;NA;NA;NA;2;2;99;6;2;10;0;0;0;0;0;NA;1947;2;2;__NA__;1;1;4;5;__NA__;3;99;45;1;1;1;2;2;1;2;1;__NA__;2
657;1;NA;2;100;5;5;5;2;2;2;1;100;100;83;91;75;54;52;55;97;62;50;75;55;68;58;74;70;81;1;1;11;NA;NA;NA;1;1;1;5;5;5;5;3;2;4;4;1;1;NA;__NA__;1;__NA__;1;NA;2;2;7;2;2;6;5;6;5;3;2;4;1;1;4;4;NA;3;5;2;2;2;2;2;4;NA;5;4;NA;1;2;3;2;5;2;1;2;3;4;3;2;4;2;4;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;2;4;3;4;NA;NA;4;NA;4;3;NA;5;2;5;1;5;3;2;NA;NA;NA;NA;NA;2;2;99;5;4;10;0;0;0;0;0;NA;1972;2;2;__NA__;2;3;4;1;__NA__;3;99;48;1;1;1;2;2;1;2;1;__NA__;2
658;1;NA;1;100;4;5;5;2;2;2;2;8;91;41;33;8;73;100;35;20;50;32;53;64;100;13;5;30;80;1;3;6;NA;NA;3;3;NA;7;4;3;5;4;2;2;4;5;5;5;2;__NA__;NA;__NA__;1;NA;4;3;7;1;1;7;4;1;5;4;5;7;2;6;2;1;2;2;5;1;1;1;1;1;1;7;NA;NA;4;1;3;1;3;4;3;1;1;2;4;2;5;5;5;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;NA;2;1;NA;1;NA;5;4;NA;1;6;1;1;1;1;1;1;2;5;5;2;2;99;1;5;2;1;3;0;2;2;blacks;1940;2;1;__NA__;2;4;4;5;__NA__;8;99;39;1;2;7;5;2;1;1;1;__NA__;1
659;2;NA;NA;4;5;5;5;2;2;2;1;50;80;89;55;89;52;30;7;51;2;NA;3;6;77;76;88;12;86;2;5;11;NA;4;NA;NA;4;4;3;3;3;3;3;3;3;3;3;2;NA;__NA__;3;__NA__;NA;3;5;3;2;3;6;3;6;3;997;4;4;6;1;1;2;4;2;3;2;1;2;2;2;2;4;NA;5;1;NA;1;1;1;1;2;2;1;2;3;3;4;3;3;2;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;2;4;4;NA;NA;NA;4;4;3;NA;4;4;3;2;5;1;1;3;3;3;5;4;2;2;99;1;5;0;10;0;0;0;0;NA;1968;1;1;__NA__;2;1;4;7;__NA__;NA;99;21;2;3;8;6;3;2;3;2;__NA__;2
660;1;NA;1;100;3;4;4;2;2;2;2;1;85;86;86;50;41;53;85;1;66;97;10;75;100;41;60;46;70;1;5;4;NA;NA;2;2;NA;6;5;5;5;5;4;4;4;4;5;5;NA;__NA__;2;__NA__;1;NA;7;1;5;1;1;5;6;7;1;2;1;4;1;2;2;1;NA;3;5;1;1;1;1;2;2;7;NA;4;NA;4;6;6;2;6;7;2;3;2;7;7;3;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;NA;7;NA;NA;3;4;2;NA;5;2;6;1;4;1;4;2;4;5;5;5;2;1;99;2;5;0;10;0;0;0;0;0;1968;1;1;__NA__;2;3;4;1;__NA__;3;99;31;1;2;7;5;1;1;2;1;__NA__;1
661;1;NA;2;0;1;1;5;2;2;2;2;100;0;99;100;100;1;19;15;100;21;1;58;0;100;26;3;100;4;1;1;4;NA;NA;1;NA;1;1;1;5;1;1;1;5;1;1;1;1;1;__NA__;NA;__NA__;1;NA;1;1;7;1;1;7;7;7;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;2;1;2;NA;1;NA;1;NA;1;5;NA;1;1;2;1;1;1;NA;NA;NA;NA;NA;1;2;99;10;2;0;0;0;0;0;10;0;1995;2;2;__NA__;2;5;4;8;__NA__;97;99;6;1;1;1;5;1;8;1;98;__NA__;2
662;1;NA;3;100;1;1;1;1;2;1;2;4;85;85;85;50;56;0;75;5;95;30;25;69;20;10;20;50;50;1;1;7;2;2;NA;NA;NA;7;3;3;3;3;3;3;3;3;3;3;NA;__NA__;2;__NA__;1;NA;7;1;5;2;1;4;7;6;1;7;1;1;7;7;6;2;4;NA;5;1;1;1;1;3;7;NA;6;NA;4;4;7;7;2;7;7;2;3;2;7;1;2;3;3;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;1;NA;7;NA;4;NA;2;1;4;NA;2;5;2;5;1;5;5;4;5;5;5;1;1;99;2;5;2;2;2;2;2;0;NA;1972;1;1;__NA__;5;5;4;1;__NA__;11;99;33;1;2;7;5;1;2;5;1;__NA__;2
